Date,League,HomeTeam,AwayTeam,jugador,equipo,minutos,partidos,fixture_id
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Luciano Juba,BAHIA,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Everton Ribeiro,BAHIA,68,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Caio Alexandre,BAHIA,60,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Jean Lucas,BAHIA,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Cristian Olivera,BAHIA,85,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Everaldo,BAHIA,85,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Erick Pulga,BAHIA,68,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Erick,BAHIA,30,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Ademir,BAHIA,22,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Michel Araújo,BAHIA,22,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Willian José,BAHIA,10,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Iago Borduchi,BAHIA,10,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,João Paulo,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Gabriel Xavier,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Román Gómez,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Marcos Victor,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Rodrigo Nestor,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Gilberto,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Dell,BAHIA,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Santos,ATLETICO PARANAENSE,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Carlos Terán,ATLETICO PARANAENSE,45,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Juan Felipe Aguirre,ATLETICO PARANAENSE,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Léo,ATLETICO PARANAENSE,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Gastón Benavídez,ATLETICO PARANAENSE,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Jádson,ATLETICO PARANAENSE,66,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Luiz Gustavo,ATLETICO PARANAENSE,45,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Steven Mendoza,ATLETICO PARANAENSE,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Julimar,ATLETICO PARANAENSE,45,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Dudu,ATLETICO PARANAENSE,78,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Kevin Viveros,ATLETICO PARANAENSE,90,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Leonardo Derik,ATLETICO PARANAENSE,45,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Bruno Zapelli,ATLETICO PARANAENSE,45,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Camilo Portilla,ATLETICO PARANAENSE,45,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,João Cruz,ATLETICO PARANAENSE,24,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Bruno Braga Ramos,ATLETICO PARANAENSE,12,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Felipinho,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Leozinho,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Mycael,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Isaac,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Gilberto Junior,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Renan Peixoto Nepomuceno,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,BAHIA,ATLETICO PARANAENSE,Claudinho,ATLETICO PARANAENSE,0,1,1492190
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Matheus Cunha,CRUZEIRO,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,William,CRUZEIRO,75,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Fabrício Bruno,CRUZEIRO,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Lucas Villalba,CRUZEIRO,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Kauã Moraes,CRUZEIRO,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Matheus Henrique,CRUZEIRO,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Gerson,CRUZEIRO,82,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Keny Arroyo,CRUZEIRO,68,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Matheus Pereira,CRUZEIRO,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Christian,CRUZEIRO,82,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Kaio Jorge,CRUZEIRO,75,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Wanderson,CRUZEIRO,22,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Fagner,CRUZEIRO,15,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Chico da Costa,CRUZEIRO,15,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Lucas Romero,CRUZEIRO,8,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Bruno Rodrigues,CRUZEIRO,8,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Néiser Villarreal,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Otávio Costa,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Jonathan Jesus,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Kauã Prates,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,João Marcelo,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Kaique Kenji,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Lucas Silva,CRUZEIRO,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Lucas Arcanjo,VITORIA,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Nathan Mendes,VITORIA,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Camutanga,VITORIA,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Cacá,VITORIA,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Ramon,VITORIA,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Emmanuel Martínez,VITORIA,45,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Gabriel Baralhas,VITORIA,90,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Erick,VITORIA,82,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Matheuzinho,VITORIA,45,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Aitor Cantalapiedra,VITORIA,75,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Renzo López,VITORIA,45,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Renê Sousa,VITORIA,45,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Zé Vitor,VITORIA,45,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Edenilson,VITORIA,45,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Diego Tarzia,VITORIA,15,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Lucas Silva,VITORIA,8,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Osvaldo,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Fabrício Santos,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Gabriel Vasconcelos,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Caique Gonçalves,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Anderson Pato,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Luan Cândido,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CRUZEIRO,VITORIA,Ronald,VITORIA,0,1,1492195
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Pedro Rangel,CORITIBA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Tinga,CORITIBA,77,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Tiago Cóser,CORITIBA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Jacy Maranhão,CORITIBA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Bruno Melo,CORITIBA,77,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Willian Oliveira,CORITIBA,45,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Lucas Ronier,CORITIBA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Josué,CORITIBA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Sebastian Gomez,CORITIBA,78,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Joaquín Lavega,CORITIBA,63,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Pedro Rocha,CORITIBA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Vini Paulista,CORITIBA,45,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Keno,CORITIBA,27,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,João Pedro Chermont,CORITIBA,13,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Felipe Jonatan,CORITIBA,13,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Fabinho,CORITIBA,12,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Renato Marques,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Keiller,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Thiago Santos,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Rodrigo Moledo,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Gabriel Leite,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Fernando Sobral,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Gustavo,CORITIBA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Léo Jardim,VASCO DA GAMA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Paulo Henrique,VASCO DA GAMA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Alan Saldivia,VASCO DA GAMA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Robert Renan,VASCO DA GAMA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Lucas Piton,VASCO DA GAMA,85,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Tchê Tchê,VASCO DA GAMA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Hugo Moura,VASCO DA GAMA,62,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Marino Hinestroza,VASCO DA GAMA,85,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Thiago Mendes,VASCO DA GAMA,90,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Nuno Moreira,VASCO DA GAMA,72,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,David,VASCO DA GAMA,62,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Cauan Barros,VASCO DA GAMA,28,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Brenner,VASCO DA GAMA,28,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Matheus França,VASCO DA GAMA,18,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Riquelme Avellar,VASCO DA GAMA,15,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,João Vitor Silva,VASCO DA GAMA,15,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Adson,VASCO DA GAMA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Walace,VASCO DA GAMA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Daniel Fuzato,VASCO DA GAMA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,JP,VASCO DA GAMA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Carlos Cuesta,VASCO DA GAMA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Lucas Freitas,VASCO DA GAMA,0,1,1492194
01/04/2026,Serie A Brasil,CORITIBA,VASCO DA GAMA,Johan Rojas,VASCO DA GAMA,0,1,1492194
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Fábio,FLUMINENSE,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Samuel Xavier,FLUMINENSE,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Jemmes,FLUMINENSE,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Juan Freytes,FLUMINENSE,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Renê,FLUMINENSE,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Hércules,FLUMINENSE,77,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Matheus Martinelli,FLUMINENSE,86,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Jefferson Savarino,FLUMINENSE,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Luciano Acosta,FLUMINENSE,69,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Kevin Serna,FLUMINENSE,70,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,John Kennedy,FLUMINENSE,77,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Ganso,FLUMINENSE,21,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Yeferson Soteldo,FLUMINENSE,20,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Rodrigo Castillo,FLUMINENSE,13,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Alisson,FLUMINENSE,13,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Germán Cano,FLUMINENSE,13,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Igor Rabello,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Otávio,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Ignácio,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Guilherme Arana,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Vitor Eudes,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Julián Millán,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Guga,FLUMINENSE,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Kauê,CORINTHIANS,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Matheuzinho,CORINTHIANS,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Gabriel Paulista,CORINTHIANS,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Gustavo Henrique,CORINTHIANS,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Matheus Bidu,CORINTHIANS,45,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Charles,CORINTHIANS,45,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Allan,CORINTHIANS,55,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Breno Bidon,CORINTHIANS,45,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Rodrigo Garro,CORINTHIANS,77,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,André Luiz,CORINTHIANS,90,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Yuri Alberto,CORINTHIANS,76,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Matheus Pereira,CORINTHIANS,45,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Jesse Lingard,CORINTHIANS,45,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Fabrizio Angileri,CORINTHIANS,45,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Zakaria Labyad,CORINTHIANS,14,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Dieguinho,CORINTHIANS,13,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Felipe Longo,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,João Pedro Tchoca,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Pedro Milans,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Kayke Ferrari,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Pedro Raul,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,Vitinho,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,FLUMINENSE,CORINTHIANS,André Ramalho,CORINTHIANS,0,1,1492196
02/04/2026,Serie A Brasil,SANTOS,REMO,Gabriel Brazão,SANTOS,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Igor Vinícius,SANTOS,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Lucas Veríssimo,SANTOS,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Luan Peres,SANTOS,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Gonzalo Escobar,SANTOS,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Rony,SANTOS,89,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Christian Oliva,SANTOS,89,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Gustavo Henrique Pereira,SANTOS,71,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Álvaro Barreal,SANTOS,59,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Neymar,SANTOS,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Thaciano,SANTOS,71,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Moisés,SANTOS,31,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Gabriel Bontempo,SANTOS,19,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Willian Arão,SANTOS,19,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Robinho Júnior,SANTOS,1,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,João Schmidt,SANTOS,1,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Diogenes,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Zé Ivaldo,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Tomás Rincón,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Zé Rafael,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Benjamín Rollheiser,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Lautaro Díaz,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Adonis Frías,SANTOS,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Marcelo Rangel,REMO,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Marcelinho,REMO,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Marllon,REMO,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Duplexe Tchamba,REMO,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Mayk Silva,REMO,84,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Zé Welison,REMO,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Leonel Picco,REMO,90,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Jajá,REMO,66,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Zé Ricardo,REMO,45,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Alef Manga,REMO,79,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Gabriel Taliari,REMO,78,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,David Braga,REMO,45,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Yago Pikachu,REMO,24,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Gabriel Poveda,REMO,12,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Diego Hernández,REMO,11,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Jáderson,REMO,11,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Matheus Alexandre,REMO,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Léo,REMO,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Cristian Tassano,REMO,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Giovanni Pavani,REMO,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Ygor Vinhas,REMO,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Ivan Quaresma,REMO,0,1,1492199
02/04/2026,Serie A Brasil,SANTOS,REMO,Kayky Almeida,REMO,0,1,1492199
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Rafael Santos,CHAPECOENSE-SC,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Marcos Vinícius,CHAPECOENSE-SC,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Bruno Leonardo,CHAPECOENSE-SC,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Eduardo Doma,CHAPECOENSE-SC,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Walter Clar,CHAPECOENSE-SC,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Camilo,CHAPECOENSE-SC,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Victor Caetano,CHAPECOENSE-SC,45,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Rafael Carvalheira,CHAPECOENSE-SC,45,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Giovanni Augusto,CHAPECOENSE-SC,20,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Italo,CHAPECOENSE-SC,45,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Yannick Bolasie,CHAPECOENSE-SC,76,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Jean Carlos,CHAPECOENSE-SC,70,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Ênio,CHAPECOENSE-SC,45,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Kevin Ramírez,CHAPECOENSE-SC,45,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Higor Meritão,CHAPECOENSE-SC,45,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Neto Pessoa,CHAPECOENSE-SC,14,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,David Antunes,CHAPECOENSE-SC,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Bruno Pacheco,CHAPECOENSE-SC,0,1,1492193
