Date,League,HomeTeam,AwayTeam,jugador,equipo,minutos,partidos,fixture_id
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Rafael Thyere,CHAPECOENSE-SC,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,João Vitor,CHAPECOENSE-SC,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Marcinho,CHAPECOENSE-SC,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Anderson,CHAPECOENSE-SC,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,João Paulo,CHAPECOENSE-SC,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Everson,ATLETICO-MG,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Natanael,ATLETICO-MG,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Ruan,ATLETICO-MG,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Lyanco,ATLETICO-MG,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Renan Lodi,ATLETICO-MG,86,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Bernard,ATLETICO-MG,67,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Tomás Pérez,ATLETICO-MG,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Victor Hugo,ATLETICO-MG,81,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Tomás Cuello,ATLETICO-MG,90,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Hulk,ATLETICO-MG,81,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Reinier,ATLETICO-MG,67,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Igor Gomes,ATLETICO-MG,23,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Gustavo Scarpa,ATLETICO-MG,23,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Dudu,ATLETICO-MG,9,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Mateo Cassierra,ATLETICO-MG,9,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Kauã Pascini,ATLETICO-MG,12,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Vitão,ATLETICO-MG,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Gabriel Delfim,ATLETICO-MG,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Vitor Hugo,ATLETICO-MG,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Cauã Soares,ATLETICO-MG,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Iván Román,ATLETICO-MG,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Alexsander,ATLETICO-MG,0,1,1492193
02/04/2026,Serie A Brasil,CHAPECOENSE-SC,ATLETICO-MG,Alan Franco,ATLETICO-MG,0,1,1492193
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Carlos Miguel,PALMEIRAS,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Agustín Giay,PALMEIRAS,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Bruno Fuchs,PALMEIRAS,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Murilo,PALMEIRAS,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Jefté,PALMEIRAS,67,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Marlon Freitas,PALMEIRAS,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Andreas Pereira,PALMEIRAS,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Allan,PALMEIRAS,84,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Mauricio,PALMEIRAS,71,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Jhon Arias,PALMEIRAS,84,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,José López,PALMEIRAS,72,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Arthur Gabriel,PALMEIRAS,23,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Felipe Anderson,PALMEIRAS,19,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Ramón Sosa,PALMEIRAS,18,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Khellven,PALMEIRAS,12,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Lucas Evangelista,PALMEIRAS,12,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Gustavo Gómez,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Luis Pacheco,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Emiliano Martínez,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Erick Belé,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Larson,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Luighi Hanri,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Marcelo Lomba,PALMEIRAS,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Weverton,GREMIO,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Cristian Pavón,GREMIO,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Gustavo Martins,GREMIO,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Viery,GREMIO,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Pedro Gabriel,GREMIO,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Erick Noriega,GREMIO,45,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Tetê,GREMIO,45,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Juan Nardoni,GREMIO,80,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Miguel Monsalve,GREMIO,45,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,José Enamorado,GREMIO,76,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Carlos Vinícius,GREMIO,90,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Francis Amuzu,GREMIO,45,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Dodi,GREMIO,45,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Gabriel Mec,GREMIO,45,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Martin Braithwaite,GREMIO,14,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Zortéa,GREMIO,10,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Wagner Leonardo,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Tiaguinho,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Riquelme Freitas,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Roger,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Marcos Rocha,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Gabriel Grando,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,PALMEIRAS,GREMIO,Walter Kannemann,GREMIO,0,1,1492198
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Tiago Volpi,RB BRAGANTINO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Agustin Sant'Anna,RB BRAGANTINO,85,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Alix Vinicius,RB BRAGANTINO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Gustavo Marques,RB BRAGANTINO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Juninho Capixaba,RB BRAGANTINO,85,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Gabriel Girotto,RB BRAGANTINO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Matheus Fernandes,RB BRAGANTINO,77,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,José Herrera,RB BRAGANTINO,65,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Lucas Barbosa,RB BRAGANTINO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Henry Mosquera,RB BRAGANTINO,77,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Isidro Pitta,RB BRAGANTINO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Ignacio Sosa,RB BRAGANTINO,25,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Vinicinho,RB BRAGANTINO,13,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Gustavo Neves,RB BRAGANTINO,13,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,José Andrés Hurtado,RB BRAGANTINO,9,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Cauê Nascimento Santos,RB BRAGANTINO,9,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Cleiton,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Rodriguinho,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Pedro Henrique,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Eric Ramires,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Marcelinho Braz,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Eduardo Santos,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Fabinho,RB BRAGANTINO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Agustín Rossi,FLAMENGO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Emerson Royal,FLAMENGO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Léo Ortiz,FLAMENGO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Vitão,FLAMENGO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Ayrton Lucas,FLAMENGO,75,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Erick Pulgar,FLAMENGO,50,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Jorginho,FLAMENGO,90,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Luiz Araújo,FLAMENGO,45,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Lucas Paquetá,FLAMENGO,45,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Samuel Lino,FLAMENGO,58,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Pedro,FLAMENGO,67,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Jorge Carrascal,FLAMENGO,45,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Everton,FLAMENGO,45,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Nicolás de la Cruz,FLAMENGO,32,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Wallace Yan,FLAMENGO,23,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Danilo,FLAMENGO,15,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Andrew,FLAMENGO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Dyogo Alves,FLAMENGO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Gonzalo Plata,FLAMENGO,0,1,1492192
03/04/2026,Serie A Brasil,RB BRAGANTINO,FLAMENGO,Daniel Sales,FLAMENGO,0,1,1492192
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Rafael,SAO PAULO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Lucas Ramon,SAO PAULO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Rafael Tolói,SAO PAULO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Sabino,SAO PAULO,45,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Wendell,SAO PAULO,68,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Damián Bobadilla,SAO PAULO,77,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Marcos Antônio,SAO PAULO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Artur,SAO PAULO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Luciano,SAO PAULO,60,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Ferreirinha,SAO PAULO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Jonathan Calleri,SAO PAULO,76,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Dória,SAO PAULO,45,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Cauly,SAO PAULO,30,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Enzo Díaz,SAO PAULO,22,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,André Silva,SAO PAULO,14,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Pablo Maia,SAO PAULO,13,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Danielzinho,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Cédric Soares,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Tetê,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Luan Santos,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Gonzalo Tapia,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Pedro Ferreira,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Carlos Coronel,SAO PAULO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Matheus Cunha,CRUZEIRO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,William,CRUZEIRO,45,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Fabrício Bruno,CRUZEIRO,83,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Lucas Villalba,CRUZEIRO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Kaiki,CRUZEIRO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Matheus Henrique,CRUZEIRO,45,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Gerson,CRUZEIRO,68,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Keny Arroyo,CRUZEIRO,68,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Matheus Pereira,CRUZEIRO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Christian,CRUZEIRO,90,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Kaio Jorge,CRUZEIRO,83,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Lucas Silva,CRUZEIRO,45,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Kauã Moraes,CRUZEIRO,45,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Wanderson,CRUZEIRO,22,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Chico da Costa,CRUZEIRO,22,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Néiser Villarreal,CRUZEIRO,17,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Jonathan Jesus,CRUZEIRO,17,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,João Marcelo,CRUZEIRO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Otávio Costa,CRUZEIRO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Walace,CRUZEIRO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Fagner,CRUZEIRO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Kauã Prates,CRUZEIRO,0,1,1492208
04/04/2026,Serie A Brasil,SAO PAULO,CRUZEIRO,Kaique Kenji,CRUZEIRO,0,1,1492208
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Pedro Rangel,CORITIBA,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Jacy Maranhão,CORITIBA,57,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Maicon,CORITIBA,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Bruno Melo,CORITIBA,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,João Pedro Chermont,CORITIBA,57,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Vini Paulista,CORITIBA,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Sebastian Gomez,CORITIBA,83,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Felipe Jonatan,CORITIBA,56,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Josué,CORITIBA,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Lucas Ronier,CORITIBA,77,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Pedro Rocha,CORITIBA,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Breno Lopes,CORITIBA,34,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Tinga,CORITIBA,33,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Tiago Cóser,CORITIBA,33,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Wallisson Luiz,CORITIBA,13,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Fabinho,CORITIBA,14,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Fernando Sobral,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Willian Oliveira,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Thiago Santos,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Gustavo,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,David Alves França,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Renato Marques,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Keiller,CORITIBA,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Fábio,FLUMINENSE,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Guga,FLUMINENSE,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Ignácio,FLUMINENSE,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Juan Freytes,FLUMINENSE,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Guilherme Arana,FLUMINENSE,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Hércules,FLUMINENSE,71,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Matheus Martinelli,FLUMINENSE,64,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Kevin Serna,FLUMINENSE,79,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Ganso,FLUMINENSE,71,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Yeferson Soteldo,FLUMINENSE,90,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Rodrigo Castillo,FLUMINENSE,79,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Otávio,FLUMINENSE,26,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Alisson,FLUMINENSE,19,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Jefferson Savarino,FLUMINENSE,19,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Germán Cano,FLUMINENSE,11,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,John Kennedy,FLUMINENSE,11,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Igor Rabello,FLUMINENSE,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Júlio Fidelis,FLUMINENSE,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Julián Millán,FLUMINENSE,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Marcelo Pitaluga,FLUMINENSE,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Wesley Natã,FLUMINENSE,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Jemmes,FLUMINENSE,0,1,1492204
04/04/2026,Serie A Brasil,CORITIBA,FLUMINENSE,Renê,FLUMINENSE,0,1,1492204
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Léo Jardim,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Puma Rodríguez,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Alan Saldivia,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Robert Renan,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Cuiabano,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Cauan Barros,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Thiago Mendes,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Tchê Tchê,VASCO DA GAMA,70,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Johan Rojas,VASCO DA GAMA,70,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Andrés Gómez,VASCO DA GAMA,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,David,VASCO DA GAMA,78,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Marino Hinestroza,VASCO DA GAMA,20,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Nuno Moreira,VASCO DA GAMA,20,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Claudio Spinelli,VASCO DA GAMA,12,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Paulo Henrique,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Hugo Moura,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Adson,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,JP,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Lucas Piton,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Lucas Freitas,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Daniel Fuzato,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Matheus França,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Carlos Cuesta,VASCO DA GAMA,0,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Raul,BOTAFOGO,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Vitinho,BOTAFOGO,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Nahuel Ferraresi,BOTAFOGO,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Alexander Barboza,BOTAFOGO,90,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Alex Telles,BOTAFOGO,45,1,1492209
05/04/2026,Serie A Brasil,VASCO DA GAMA,BOTAFOGO,Edenilson,BOTAFOGO,68,1,1492209
