Date,League,Season,HomeTeam,AwayTeam,minuto,parte,goleador,asistente,jugador_tarjeta,equipo,tipo,fixture_id
26/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Song Lam Nghe An,45,1P,M. Olaha,,,Song Lam Nghe An,Penalty,1518067
26/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Song Lam Nghe An,56,2P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518067
26/04/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Song Lam Nghe An,84,2P,M. Olaha,,,Song Lam Nghe An,Normal Goal,1518067
01/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Ho Chi Minh,53,2P,Brenner,,,Nam Dinh,Normal Goal,1518068
01/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Ho Chi Minh,82,2P,Nguyen Van Vi,,,Nam Dinh,Normal Goal,1518068
01/05/2026,V-League Vietnam,2026/2027,Ha Noi,Da Nang,3,1P,A. Tiep,,,Ha Noi,Normal Goal,1518069
01/05/2026,V-League Vietnam,2026/2027,Ha Noi,Da Nang,21,1P,M. Makaric,,,Da Nang,Normal Goal,1518069
01/05/2026,V-League Vietnam,2026/2027,Ha Noi,Da Nang,45,1P,X. M. Pham,,,Ha Noi,Normal Goal,1518069
02/05/2026,V-League Vietnam,2026/2027,Binh Duong,Thanh Hóa,11,1P,Ngo Tung Quoc,,,Binh Duong,Normal Goal,1518070
02/05/2026,V-League Vietnam,2026/2027,Binh Duong,Thanh Hóa,16,1P,Nguyen Ngoc My,,,Thanh Hóa,Normal Goal,1518070
02/05/2026,V-League Vietnam,2026/2027,Hai Phong,Công An Nhân Dân,32,1P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518071
02/05/2026,V-League Vietnam,2026/2027,Hai Phong,Công An Nhân Dân,45,1P,L. Adou,,,Công An Nhân Dân,Normal Goal,1518071
03/05/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Hoang Anh Gia Lai,59,2P,Junior,,,Hoang Anh Gia Lai,Normal Goal,1518073
03/05/2026,V-League Vietnam,2026/2027,Viettel,Phu Dong,30,1P,Khuat Van Khang,,,Viettel,Normal Goal,1518074
03/05/2026,V-League Vietnam,2026/2027,Viettel,Phu Dong,52,2P,Dung Quang Nho,,,Phu Dong,Normal Goal,1518074
08/05/2026,V-League Vietnam,2026/2027,Da Nang,Binh Duong,27,1P,Vo Hoang Nguyen,,,Da Nang,Normal Goal,1518075
08/05/2026,V-League Vietnam,2026/2027,Da Nang,Binh Duong,45,1P,M. Makaric,,,Da Nang,Normal Goal,1518075
09/05/2026,V-League Vietnam,2026/2027,Thanh Hóa,Ha Noi,38,1P,Nguyen Ngoc My,,,Thanh Hóa,Normal Goal,1518077
09/05/2026,V-League Vietnam,2026/2027,Phu Dong,Hai Phong,16,1P,Nguyen Hoang Duc,,,Phu Dong,Normal Goal,1518076
09/05/2026,V-League Vietnam,2026/2027,Phu Dong,Hai Phong,59,2P,F. Friday,,,Phu Dong,Penalty,1518076
09/05/2026,V-League Vietnam,2026/2027,Phu Dong,Hai Phong,90,2P,Luiz Antonio,,,Hai Phong,Normal Goal,1518076
10/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Pho Hien,29,1P,Eid Mahmoud,,,Pho Hien,Normal Goal,1518078
10/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Pho Hien,42,1P,Pham Ly Duc,,,Pho Hien,Normal Goal,1518078
10/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Pho Hien,45,1P,Gabriel Conceicao,,,Hoang Anh Gia Lai,Normal Goal,1518078
10/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Song Lam Nghe An,12,1P,Khong Minh Gia,,,Song Lam Nghe An,Own Goal,1518079
10/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Song Lam Nghe An,45,1P,L. Williams,,,Ho Chi Minh,Penalty,1518079
10/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Song Lam Nghe An,66,2P,Nguyen Tien Linh,,,Ho Chi Minh,Normal Goal,1518079
10/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Song Lam Nghe An,87,2P,Raphael Utzig,,,Ho Chi Minh,Normal Goal,1518079
10/05/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Viettel,7,1P,Bui Tien Dung,,,Viettel,Normal Goal,1518080
10/05/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Viettel,16,1P,Bui Tien Dung,,,Viettel,Normal Goal,1518080
10/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Nam Dinh,7,1P,Nguyen Dinh Bac,,,Công An Nhân Dân,Normal Goal,1518081
10/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Nam Dinh,17,1P,N. S. Tran,,,Nam Dinh,Normal Goal,1518081
10/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Nam Dinh,28,1P,Tran Van Dat,,,Nam Dinh,Normal Goal,1518081
10/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Nam Dinh,52,2P,Bui Hoang Viet Anh,,,Công An Nhân Dân,Normal Goal,1518081
10/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Nam Dinh,82,2P,Nguyen Dinh Bac,,,Công An Nhân Dân,Penalty,1518081
15/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Da Nang,6,1P,M. Makaric,,,Da Nang,Normal Goal,1518082
15/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Da Nang,45,1P,L. Williams,,,Ho Chi Minh,Penalty,1518082
15/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Da Nang,68,2P,P. Makrillos,,,Ho Chi Minh,Normal Goal,1518082
15/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Da Nang,76,2P,Vo Hoang Nguyen,,,Da Nang,Normal Goal,1518082
16/05/2026,V-League Vietnam,2026/2027,Hai Phong,Binh Duong,13,1P,Luiz Antonio,,,Hai Phong,Normal Goal,1518083
16/05/2026,V-League Vietnam,2026/2027,Hai Phong,Binh Duong,18,1P,Nguyen Van Anh,,,Binh Duong,Normal Goal,1518083
16/05/2026,V-League Vietnam,2026/2027,Hai Phong,Binh Duong,28,1P,Trieu Viet Hung,,,Hai Phong,Normal Goal,1518083
16/05/2026,V-League Vietnam,2026/2027,Hai Phong,Binh Duong,32,1P,M. Zlatkovic,,,Binh Duong,Normal Goal,1518083
16/05/2026,V-League Vietnam,2026/2027,Hai Phong,Binh Duong,61,2P,Pham Trung Hieu,,,Hai Phong,Normal Goal,1518083
16/05/2026,V-League Vietnam,2026/2027,Hai Phong,Binh Duong,75,2P,Nguyen Huu Son,,,Hai Phong,Normal Goal,1518083
16/05/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Phu Dong,66,2P,B. Q. Phan,,,Song Lam Nghe An,Normal Goal,1518084
16/05/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Phu Dong,83,2P,Geovane,,,Phu Dong,Penalty,1518084
16/05/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Phu Dong,84,2P,Geovane,,,Phu Dong,Normal Goal,1518084
17/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Hồng Lĩnh Hà Tĩnh,45,1P,C. Atshimene,,,Hồng Lĩnh Hà Tĩnh,Penalty,1518085
17/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Hồng Lĩnh Hà Tĩnh,56,2P,Helerson,,,Hồng Lĩnh Hà Tĩnh,Normal Goal,1518085
17/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Viettel,37,1P,X. T. Dinh,,,Viettel,Normal Goal,1518086
17/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Viettel,43,1P,M. D. Nham,,,Viettel,Normal Goal,1518086
17/05/2026,V-League Vietnam,2026/2027,Pho Hien,Ha Noi,16,1P,Nguyen Van Tung,,,Ha Noi,Normal Goal,1518087
17/05/2026,V-League Vietnam,2026/2027,Pho Hien,Ha Noi,34,1P,Nguyen Van Quyet,,,Ha Noi,Normal Goal,1518087
17/05/2026,V-League Vietnam,2026/2027,Pho Hien,Ha Noi,65,2P,Pham Tuan Hai,,,Ha Noi,Normal Goal,1518087
17/05/2026,V-League Vietnam,2026/2027,Pho Hien,Ha Noi,79,2P,Daniel Passira,,,Ha Noi,Normal Goal,1518087
17/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Thanh Hóa,89,2P,Alan Grafite,,,Công An Nhân Dân,Penalty,1518088
17/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Thanh Hóa,90,2P,China,,,Công An Nhân Dân,Normal Goal,1518088
22/05/2026,V-League Vietnam,2026/2027,Viettel,Pho Hien,25,1P,A. Reynolds,,,Pho Hien,Penalty,1518089
22/05/2026,V-League Vietnam,2026/2027,Viettel,Pho Hien,77,2P,X. T. Dinh,,,Viettel,Normal Goal,1518089
23/05/2026,V-League Vietnam,2026/2027,Da Nang,Hai Phong,34,1P,M. Makaric,,,Da Nang,Normal Goal,1518090
23/05/2026,V-League Vietnam,2026/2027,Da Nang,Hai Phong,81,2P,M. Makaric,,,Da Nang,Normal Goal,1518090
23/05/2026,V-League Vietnam,2026/2027,Thanh Hóa,Hoang Anh Gia Lai,15,1P,O. Abdurakhmanov,,,Hoang Anh Gia Lai,Own Goal,1518092
23/05/2026,V-League Vietnam,2026/2027,Thanh Hóa,Hoang Anh Gia Lai,42,1P,O. Abdurakhmanov,,,Thanh Hóa,Normal Goal,1518092
23/05/2026,V-League Vietnam,2026/2027,Phu Dong,Ho Chi Minh,41,1P,Gustavo Henrique,,,Phu Dong,Normal Goal,1518091
23/05/2026,V-League Vietnam,2026/2027,Phu Dong,Ho Chi Minh,90,2P,L. Williams,,,Ho Chi Minh,Normal Goal,1518091
24/05/2026,V-League Vietnam,2026/2027,Binh Duong,Song Lam Nghe An,51,2P,Ngo Van Luong,,,Song Lam Nghe An,Normal Goal,1518093
24/05/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Công An Nhân Dân,90,2P,Leo Artur,,,Công An Nhân Dân,Penalty,1518094
24/05/2026,V-League Vietnam,2026/2027,Hồng Lĩnh Hà Tĩnh,Công An Nhân Dân,90,2P,C. Atshimene,,,Hồng Lĩnh Hà Tĩnh,Penalty,1518094
24/05/2026,V-League Vietnam,2026/2027,Ha Noi,Nam Dinh,9,1P,Hen Do Hoang,,,Ha Noi,Penalty,1518095
24/05/2026,V-League Vietnam,2026/2027,Ha Noi,Nam Dinh,48,2P,Lam Ti Phong,,,Nam Dinh,Normal Goal,1518095
24/05/2026,V-League Vietnam,2026/2027,Ha Noi,Nam Dinh,74,2P,Daniel Passira,,,Ha Noi,Normal Goal,1518095
31/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Viettel,35,1P,M. D. Nham,,,Viettel,Normal Goal,1518098
31/05/2026,V-League Vietnam,2026/2027,Ho Chi Minh,Viettel,86,2P,Nguyen Tien Linh,,,Ho Chi Minh,Normal Goal,1518098
31/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Ha Noi,41,1P,Hen Do Hoang,,,Ha Noi,Normal Goal,1518097
31/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Ha Noi,59,2P,Nguyen Thanh Chung,,,Hoang Anh Gia Lai,Own Goal,1518097
31/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Ha Noi,80,2P,G. B. Tran,,,Hoang Anh Gia Lai,Normal Goal,1518097
31/05/2026,V-League Vietnam,2026/2027,Hoang Anh Gia Lai,Ha Noi,90,2P,Gabriel Conceicao,,,Hoang Anh Gia Lai,Normal Goal,1518097
31/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Song Lam Nghe An,14,1P,Rafaelson,,,Nam Dinh,Normal Goal,1518100
31/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Song Lam Nghe An,23,1P,Rafaelson,,,Nam Dinh,Normal Goal,1518100
31/05/2026,V-League Vietnam,2026/2027,Nam Dinh,Song Lam Nghe An,69,2P,Rafaelson,,,Nam Dinh,Normal Goal,1518100
31/05/2026,V-League Vietnam,2026/2027,Thanh Hóa,Phu Dong,34,1P,Huynh Minh Doan,,,Phu Dong,Own Goal,1518102
31/05/2026,V-League Vietnam,2026/2027,Thanh Hóa,Phu Dong,70,2P,Nguyen Quoc Viet,,,Phu Dong,Normal Goal,1518102
31/05/2026,V-League Vietnam,2026/2027,Pho Hien,Hai Phong,3,1P,J. Mpande,,,Pho Hien,Normal Goal,1518101
31/05/2026,V-League Vietnam,2026/2027,Pho Hien,Hai Phong,63,2P,Vo Anh Quan,,,Pho Hien,Normal Goal,1518101
31/05/2026,V-League Vietnam,2026/2027,Pho Hien,Hai Phong,76,2P,S. Olaleye,,,Pho Hien,Normal Goal,1518101
31/05/2026,V-League Vietnam,2026/2027,Pho Hien,Hai Phong,89,2P,Luiz Antonio,,,Hai Phong,Normal Goal,1518101
31/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Binh Duong,16,1P,Alan Grafite,,,Công An Nhân Dân,Normal Goal,1518096
31/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Binh Duong,47,2P,Leo Artur,,,Công An Nhân Dân,Normal Goal,1518096
31/05/2026,V-League Vietnam,2026/2027,Công An Nhân Dân,Binh Duong,57,2P,M. Zlatkovic,,,Binh Duong,Normal Goal,1518096
07/06/2026,V-League Vietnam,2026/2027,Binh Duong,Hoang Anh Gia Lai,4,1P,Bui Vi Hao,,,Binh Duong,Normal Goal,1518103
07/06/2026,V-League Vietnam,2026/2027,Binh Duong,Hoang Anh Gia Lai,39,1P,G. B. Tran,,,Hoang Anh Gia Lai,Normal Goal,1518103
07/06/2026,V-League Vietnam,2026/2027,Binh Duong,Hoang Anh Gia Lai,60,2P,Nguyen Tran Viet Cuong,,,Binh Duong,Normal Goal,1518103
07/06/2026,V-League Vietnam,2026/2027,Binh Duong,Hoang Anh Gia Lai,88,2P,U. Oduenyi,,,Binh Duong,Normal Goal,1518103
07/06/2026,V-League Vietnam,2026/2027,Da Nang,Thanh Hóa,24,1P,M. Makaric,,,Da Nang,Normal Goal,1518104
07/06/2026,V-League Vietnam,2026/2027,Da Nang,Thanh Hóa,48,2P,Ribamar,,,Da Nang,Normal Goal,1518104
07/06/2026,V-League Vietnam,2026/2027,Da Nang,Thanh Hóa,57,2P,J. Lopez,,,Da Nang,Penalty,1518104
07/06/2026,V-League Vietnam,2026/2027,Da Nang,Thanh Hóa,76,2P,Ngo Hong Phuoc,,,Da Nang,Normal Goal,1518104
07/06/2026,V-League Vietnam,2026/2027,Ha Noi,Ho Chi Minh,13,1P,D. Fisher,,,Ha Noi,Normal Goal,1518106
07/06/2026,V-League Vietnam,2026/2027,Ha Noi,Ho Chi Minh,86,2P,Nguyen Tien Linh,,,Ho Chi Minh,Normal Goal,1518106
07/06/2026,V-League Vietnam,2026/2027,Hai Phong,Nam Dinh,40,1P,Lam Ti Phong,,,Nam Dinh,Normal Goal,1518105
07/06/2026,V-League Vietnam,2026/2027,Hai Phong,Nam Dinh,45,1P,Ho Minh Di,,,Hai Phong,Normal Goal,1518105
07/06/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Pho Hien,32,1P,Eid Mahmoud,,,Pho Hien,Normal Goal,1518108
07/06/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Pho Hien,35,1P,Eid Mahmoud,,,Pho Hien,Normal Goal,1518108
07/06/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Pho Hien,60,2P,Nguyen Xuan Bac,,,Pho Hien,Normal Goal,1518108
07/06/2026,V-League Vietnam,2026/2027,Song Lam Nghe An,Pho Hien,78,2P,L. V. Le Dinh,,,Song Lam Nghe An,Normal Goal,1518108
07/06/2026,V-League Vietnam,2026/2027,Viettel,Công An Nhân Dân,32,1P,Nguyen Duc Hoang Minh,,,Viettel,Normal Goal,1518109
07/06/2026,V-League Vietnam,2026/2027,Phu Dong,Hồng Lĩnh Hà Tĩnh,56,2P,F. Friday,,,Phu Dong,Normal Goal,1518107
07/06/2026,V-League Vietnam,2026/2027,Phu Dong,Hồng Lĩnh Hà Tĩnh,58,2P,Pham Gia Hung,,,Phu Dong,Normal Goal,1518107
07/06/2026,V-League Vietnam,2026/2027,Phu Dong,Hồng Lĩnh Hà Tĩnh,82,2P,Tran Bao Toan,,,Phu Dong,Normal Goal,1518107
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Hapoel Haifa,31,1P,Y. Gonen,,,Hapoel Haifa,Normal Goal,1557933
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Hapoel Haifa,33,1P,N. Sztejfman,,,Hapoel Haifa,Own Goal,1557933
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Hapoel Haifa,57,2P,A. Turgeman,,,Hapoel Haifa,Normal Goal,1557933
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Hapoel Haifa,75,2P,I. Khalaili,,,Maccabi Haifa,Normal Goal,1557933
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Hapoel Haifa,79,2P,E. Azoulay,,,Maccabi Haifa,Normal Goal,1557933
25/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Petah Tikva,Maccabi Petah Tikva,89,2P,N. Cohen,,,Hapoel Petah Tikva,Normal Goal,1557931
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Katamon,10,1P,B. Zaarura,,,Maccabi Netanya,Normal Goal,1557934
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Katamon,23,1P,I. Dappa,,,Hapoel Katamon,Normal Goal,1557934
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Katamon,29,1P,O. Bilu,,,Maccabi Netanya,Normal Goal,1557934
25/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Katamon,75,2P,Y. Abuhazira,,,Maccabi Netanya,Normal Goal,1557934
25/07/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Bnei Sakhnin,36,1P,I. Abu Abaid,,,Bnei Sakhnin,Normal Goal,1557932
25/07/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Bnei Sakhnin,75,2P,R. Unger,,,Ironi Tiberias,Normal Goal,1557932
25/07/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Bnei Sakhnin,77,2P,M. Badjie,,,Ironi Tiberias,Normal Goal,1557932
28/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Tiberias,8,1P,A. Turgeman,,,Hapoel Haifa,Normal Goal,1557935
28/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Tiberias,30,1P,Q. Ghanem,,,Ironi Tiberias,Normal Goal,1557935
28/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Tiberias,32,1P,A. Turgeman,,,Hapoel Haifa,Normal Goal,1557935
28/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Tiberias,76,2P,W. Habiballah,,,Hapoel Haifa,Normal Goal,1557935
28/07/2026,Ligat HaAl Israel,2026/2027,Ironi Kiryat Shmona,Maccabi Haifa,7,1P,N. Gabay,,,Ironi Kiryat Shmona,Normal Goal,1557937
28/07/2026,Ligat HaAl Israel,2026/2027,Ironi Kiryat Shmona,Maccabi Haifa,23,1P,A. Sagna,,,Ironi Kiryat Shmona,Normal Goal,1557937
28/07/2026,Ligat HaAl Israel,2026/2027,Ironi Kiryat Shmona,Maccabi Haifa,33,1P,A. Sheratzky,,,Ironi Kiryat Shmona,Normal Goal,1557937
29/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Petah Tikva,Maccabi Netanya,31,1P,B. Zaarura,,,Maccabi Netanya,Normal Goal,1557938
29/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Petah Tikva,Maccabi Netanya,41,1P,J. Cortes,,,Maccabi Petah Tikva,Normal Goal,1557938
29/07/2026,Ligat HaAl Israel,2026/2027,Maccabi Petah Tikva,Maccabi Netanya,52,2P,Matheus Davo,,,Maccabi Netanya,Normal Goal,1557938
29/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Petah Tikva,20,1P,S. Mazal,,,Hapoel Petah Tikva,Normal Goal,1557936
29/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Petah Tikva,65,2P,I. Baranes,,,Hapoel Ramat Gan,Normal Goal,1557936
29/07/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Petah Tikva,86,2P,Luan,,,Hapoel Ramat Gan,Normal Goal,1557936
01/08/2026,Ligat HaAl Israel,2026/2027,Bnei Sakhnin,Hapoel Haifa,35,1P,A. Turgeman,,,Hapoel Haifa,Normal Goal,1557939
01/08/2026,Ligat HaAl Israel,2026/2027,Bnei Sakhnin,Hapoel Haifa,90,2P,M. Cudjoe,,,Bnei Sakhnin,Normal Goal,1557939
01/08/2026,Ligat HaAl Israel,2026/2027,Bnei Sakhnin,Hapoel Haifa,90,2P,M. Hamad,,,Hapoel Haifa,Normal Goal,1557939
01/08/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Ironi Kiryat Shmona,61,2P,R. Abdullazada,,,Ironi Kiryat Shmona,Normal Goal,1557941
02/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Katamon,Maccabi Petah Tikva,48,2P,V. Damascan,,,Hapoel Katamon,Normal Goal,1557940
02/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Ramat Gan,34,1P,Luan,,,Hapoel Ramat Gan,Normal Goal,1557942
02/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Ramat Gan,39,1P,Matheus Davo,,,Maccabi Netanya,Normal Goal,1557942
02/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Ramat Gan,53,2P,D. Asanka,,,Hapoel Ramat Gan,Normal Goal,1557942
02/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Ramat Gan,61,2P,M. Plakushchenko,,,Hapoel Ramat Gan,Penalty,1557942
02/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Netanya,Hapoel Ramat Gan,87,2P,Matheus Davo,,,Maccabi Netanya,Normal Goal,1557942
04/08/2026,Ligat HaAl Israel,2026/2027,Ironi Kiryat Shmona,Bnei Sakhnin,51,2P,A. Ugarriza,,,Ironi Kiryat Shmona,Penalty,1557945
04/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Ironi Tiberias,18,1P,Bruninho,,,Maccabi Haifa,Normal Goal,1557946
04/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Ironi Tiberias,34,1P,N. Chen,,,Maccabi Haifa,Own Goal,1557946
04/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Ironi Tiberias,44,1P,E. Azoulay,,,Maccabi Haifa,Normal Goal,1557946
04/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Ironi Tiberias,45,1P,Q. Ghanem,,,Ironi Tiberias,Normal Goal,1557946
04/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Ironi Tiberias,58,2P,Q. Ghanem,,,Ironi Tiberias,Normal Goal,1557946
04/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Haifa,Ironi Tiberias,86,2P,Silva Kani,,,Maccabi Haifa,Normal Goal,1557946
05/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Petah Tikva,Maccabi Netanya,7,1P,D. Hugi,,,Maccabi Netanya,Normal Goal,1557943
05/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Petah Tikva,Maccabi Netanya,78,2P,Matheus Davo,,,Maccabi Netanya,Normal Goal,1557943
05/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Katamon,10,1P,M. Diab,,,Hapoel Katamon,Normal Goal,1557944
05/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Katamon,45,1P,O. Ovadia,,,Hapoel Ramat Gan,Normal Goal,1557944
05/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Katamon,86,2P,A. Idoko,,,Hapoel Katamon,Normal Goal,1557944
05/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Ramat Gan,Hapoel Katamon,90,2P,A. Tzur,,,Hapoel Ramat Gan,Normal Goal,1557944
08/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Kiryat Shmona,33,1P,L. Rotman,,,Hapoel Haifa,Normal Goal,1557947
08/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Kiryat Shmona,64,2P,A. Ugarriza,,,Ironi Kiryat Shmona,Penalty,1557947
08/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Kiryat Shmona,66,2P,A. Sheratzky,,,Ironi Kiryat Shmona,Normal Goal,1557947
08/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Ironi Kiryat Shmona,90,2P,S. Sabah,,,Ironi Kiryat Shmona,Normal Goal,1557947
08/08/2026,Ligat HaAl Israel,2026/2027,Bnei Sakhnin,Maccabi Haifa,54,2P,Silva Kani,,,Maccabi Haifa,Normal Goal,1557950
09/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Katamon,Hapoel Petah Tikva,75,2P,I. Dappa,,,Hapoel Katamon,Normal Goal,1557948
09/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Katamon,Hapoel Petah Tikva,83,2P,A. Cohen,,,Hapoel Petah Tikva,Normal Goal,1557948
09/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Katamon,Hapoel Petah Tikva,86,2P,Y. Nassar,,,Hapoel Katamon,Own Goal,1557948
09/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Katamon,Hapoel Petah Tikva,88,2P,I. Dappa,,,Hapoel Katamon,Normal Goal,1557948
09/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Petah Tikva,Hapoel Ramat Gan,63,2P,S. Owusu,,,Maccabi Petah Tikva,Normal Goal,1557949
09/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Petah Tikva,Hapoel Ramat Gan,74,2P,L. Hazan,,,Maccabi Petah Tikva,Normal Goal,1557949
09/08/2026,Ligat HaAl Israel,2026/2027,Maccabi Petah Tikva,Hapoel Ramat Gan,84,2P,A. Tzur,,,Hapoel Ramat Gan,Normal Goal,1557949
15/08/2026,Ligat HaAl Israel,2026/2027,Bnei Sakhnin,Hapoel Petah Tikva,50,2P,M. Cudjoe,,,Bnei Sakhnin,Normal Goal,1620657
15/08/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Maccabi Petah Tikva,48,2P,L. Hazan,,,Maccabi Petah Tikva,Normal Goal,1620656
15/08/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Maccabi Petah Tikva,79,2P,I. Cohen,,,Maccabi Petah Tikva,Normal Goal,1620656
15/08/2026,Ligat HaAl Israel,2026/2027,Ironi Tiberias,Maccabi Petah Tikva,84,2P,J. Cortes,,,Maccabi Petah Tikva,Normal Goal,1620656
15/08/2026,Ligat HaAl Israel,2026/2027,Hapoel Haifa,Hapoel Beer Sheva,29,1P,S. Elias,,,Hapoel Haifa,Normal Goal,1620655
