fixture_id,Goles_Todo_HTML,Goles_1P_HTML,Goles_2P_HTML,Goles_Todo_TXT
1523140,18' E. Sorokin (L. Lisheng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 74' W. Shihao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' A. Behram <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,18' E. Sorokin (L. Lisheng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,74' W. Shihao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' A. Behram <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,18' E. Sorokin (L. Lisheng) 1-0 | 74' W. Shihao 2-0 | 90' A. Behram 3-0
1523141,23' Y. Zhanpeng (N. Da Luz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90'(pen) J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,23' Y. Zhanpeng (N. Da Luz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,90'(pen) J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,23' Y. Zhanpeng (N. Da Luz) 1-0 | 90'(pen) J. Cadiz 1-1
1523142,8' H. Zichang (X. Xin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 61' O. Taty Maritu (Cleber) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' G. Mbenza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,8' H. Zichang (X. Xin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,61' O. Taty Maritu (Cleber) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' G. Mbenza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,8' H. Zichang (X. Xin) 0-1 | 61' O. Taty Maritu (Cleber) 0-2 | 90' G. Mbenza 1-2
1523143,14' C. Strandberg (L. Chuangyi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 18' Y. Yeboah <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 51' F. Acheampong (W. Mao) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 85' C. Strandberg (S. Wenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,14' C. Strandberg (L. Chuangyi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 18' Y. Yeboah <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,51' F. Acheampong (W. Mao) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 85' C. Strandberg (S. Wenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,14' C. Strandberg (L. Chuangyi) 1-0 | 18' Y. Yeboah 2-0 | 51' F. Acheampong (W. Mao) 2-1 | 85' C. Strandberg (S. Wenjie) 3-1
1523144,45'(pen) M. Vital <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 49' F. Abreu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 62' Leonardo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 86'(pen) Z. Xizhe <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,45'(pen) M. Vital <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,49' F. Abreu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 62' Leonardo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 86'(pen) Z. Xizhe <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,45'(pen) M. Vital 0-1 | 49' F. Abreu 1-1 | 62' Leonardo 1-2 | 86'(pen) Z. Xizhe 2-2
1523145,81' A. Mitrita <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90'(pen) Xadas <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,81' A. Mitrita <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 90'(pen) Xadas <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,81' A. Mitrita 1-0 | 90'(pen) Xadas 1-1
1523146,45' Cryzan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 78' Cryzan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' H. Ruibao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,45' Cryzan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,78' Cryzan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' H. Ruibao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,45' Cryzan 0-1 | 78' Cryzan 0-2 | 90' H. Ruibao 1-2
1523147,66' B. Nazario <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,66' B. Nazario <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,66' B. Nazario 1-0
1523148,22' M. Vital <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 28' Y. Wang <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 56' G. Di <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 81' Z. Yuan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,22' M. Vital <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 28' Y. Wang <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,56' G. Di <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 81' Z. Yuan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,22' M. Vital 1-0 | 28' Y. Wang 1-1 | 56' G. Di 1-2 | 81' Z. Yuan 2-2
1523149,9' W. Xianjun (A. Cordoba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 16' W. Shihao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 56' W. Shihao (W. Silva) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,9' W. Xianjun (A. Cordoba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 16' W. Shihao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,56' W. Shihao (W. Silva) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,9' W. Xianjun (A. Cordoba) 1-0 | 16' W. Shihao 1-1 | 56' W. Shihao (W. Silva) 1-2
1523150,12' Z. Yuning (F. Abreu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 24' Y. Tze-Nam <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 37'(pen) Z. Xizhe <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 65' C. Yongjing (Z. Yuning) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-0</span> | 67' S. Wenjie (S. Long) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 90' N. Cheuk-Pan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,12' Z. Yuning (F. Abreu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 24' Y. Tze-Nam <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 37'(pen) Z. Xizhe <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,65' C. Yongjing (Z. Yuning) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-0</span> | 67' S. Wenjie (S. Long) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 90' N. Cheuk-Pan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,12' Z. Yuning (F. Abreu) 1-0 | 24' Y. Tze-Nam 2-0 | 37'(pen) Z. Xizhe 3-0 | 65' C. Yongjing (Z. Yuning) 4-0 | 67' S. Wenjie (S. Long) 4-1 | 90' N. Cheuk-Pan 4-2
1523151,22'(pen) A. Yakubu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 52' N. Stanciu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 69' Davidson (H. Longhai) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90'(pen) N. Da Luz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 90' F. Acheampong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,22'(pen) A. Yakubu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,52' N. Stanciu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 69' Davidson (H. Longhai) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90'(pen) N. Da Luz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 90' F. Acheampong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,22'(pen) A. Yakubu 0-1 | 52' N. Stanciu 1-1 | 69' Davidson (H. Longhai) 1-2 | 90'(pen) N. Da Luz 1-3 | 90' F. Acheampong 2-3
1523152,10' G. Sauer <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 27' Y. Dinghao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 38' J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 85' A. Kouame <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,10' G. Sauer <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 27' Y. Dinghao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 38' J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,85' A. Kouame <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,10' G. Sauer 1-0 | 27' Y. Dinghao 1-1 | 38' J. Cadiz 2-1 | 85' A. Kouame 2-2
1523153,35' G. Madruga <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 38' G. Madruga <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 69' L. Dimata <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' X. Wenneng <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,35' G. Madruga <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 38' G. Madruga <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,69' L. Dimata <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' X. Wenneng <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,35' G. Madruga 1-0 | 38' G. Madruga 2-0 | 69' L. Dimata 2-1 | 90' X. Wenneng 3-1
1523154,66' O. Taty Maritu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,66' O. Taty Maritu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,66' O. Taty Maritu 1-0
1523155,28'(pen) C. Malele <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 30' M. Traore <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,28'(pen) C. Malele <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 30' M. Traore <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,28'(pen) C. Malele 0-1 | 30' M. Traore 1-1
1523156,26' Gustavo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 60' A. Quiles <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 86'(pen) B. Nazario <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,26' Gustavo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,60' A. Quiles <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 86'(pen) B. Nazario <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,26' Gustavo 0-1 | 60' A. Quiles 1-1 | 86'(pen) B. Nazario 1-2
1523157,70' X. Li <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,70' X. Li <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,70' X. Li 0-1
1523158,73' Davidson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 78' L. Liangming <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,73' Davidson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 78' L. Liangming <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,73' Davidson 1-0 | 78' L. Liangming 1-1
1523159,34' G. Mbenza (T. Kunimoto) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 57' Y. Yeboah (J. Yonghao) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 81' G. Mbenza (C. Binbin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,34' G. Mbenza (T. Kunimoto) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,57' Y. Yeboah (J. Yonghao) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 81' G. Mbenza (C. Binbin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,34' G. Mbenza (T. Kunimoto) 1-0 | 57' Y. Yeboah (J. Yonghao) 1-1 | 81' G. Mbenza (C. Binbin) 2-1
1523160,7' X. Haoyang (Z. Chenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 37' R. Ratao (G. Tianyi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 44' G. Sauer (J. Cadiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 74' J. Cadiz (L. Wei) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,7' X. Haoyang (Z. Chenjie) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 37' R. Ratao (G. Tianyi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 44' G. Sauer (J. Cadiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,74' J. Cadiz (L. Wei) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,7' X. Haoyang (Z. Chenjie) 1-0 | 37' R. Ratao (G. Tianyi) 2-0 | 44' G. Sauer (J. Cadiz) 2-1 | 74' J. Cadiz (L. Wei) 2-2
1523162,1' R. Merkies (X. Wenneng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 60' C. Jin <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 64' G. Di (A. Mitrita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 73' M. Tolic (Y. Wang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 90' T. Qianglong (A. Mitrita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,1' R. Merkies (X. Wenneng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,60' C. Jin <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 64' G. Di (A. Mitrita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 73' M. Tolic (Y. Wang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 90' T. Qianglong (A. Mitrita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,1' R. Merkies (X. Wenneng) 0-1 | 60' C. Jin 1-1 | 64' G. Di (A. Mitrita) 2-1 | 73' M. Tolic (Y. Wang) 3-1 | 90' T. Qianglong (A. Mitrita) 4-1
1523163,52' Leonardo (X. Li) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 77'(pen) Xadas <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,52' Leonardo (X. Li) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 77'(pen) Xadas <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,52' Leonardo (X. Li) 1-0 | 77'(pen) Xadas 1-1
1523164,27' Dawhan (Serginho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 78' F. Abreu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 87' Gustavo (B. Nazario) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,27' Dawhan (Serginho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,78' F. Abreu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 87' Gustavo (B. Nazario) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,27' Dawhan (Serginho) 1-0 | 78' F. Abreu 1-1 | 87' Gustavo (B. Nazario) 1-2
1523165,76' C. Malele <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 89' M. Traore <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,,76' C. Malele <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 89' M. Traore <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,76' C. Malele 1-0 | 89' M. Traore 2-0
1523166,63' G. Cimpanu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,63' G. Cimpanu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,63' G. Cimpanu 0-1
1523167,13' A. Ionita II (Cleber) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45' N. Da Luz (A. Yakubu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 52' P. Xinli (N. Da Luz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 68' N. Da Luz (P. Xinli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 85'(pen) O. Taty Maritu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,13' A. Ionita II (Cleber) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45' N. Da Luz (A. Yakubu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,52' P. Xinli (N. Da Luz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 68' N. Da Luz (P. Xinli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 85'(pen) O. Taty Maritu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,13' A. Ionita II (Cleber) 1-0 | 45' N. Da Luz (A. Yakubu) 1-1 | 52' P. Xinli (N. Da Luz) 1-2 | 68' N. Da Luz (P. Xinli) 1-3 | 85'(pen) O. Taty Maritu 2-3
1523168,6'(pen) Cryzan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 13' G. Sauer (J. Cadiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 30'(pen) J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 44' X. Wenneng (L. Yang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 69' Cryzan (L. Yang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 88' J. Cadiz (G. Sauer) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span>,6'(pen) Cryzan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 13' G. Sauer (J. Cadiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 30'(pen) J. Cadiz <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 44' X. Wenneng (L. Yang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,69' Cryzan (L. Yang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 88' J. Cadiz (G. Sauer) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span>,6'(pen) Cryzan 1-0 | 13' G. Sauer (J. Cadiz) 1-1 | 30'(pen) J. Cadiz 1-2 | 44' X. Wenneng (L. Yang) 2-2 | 69' Cryzan (L. Yang) 3-2 | 88' J. Cadiz (G. Sauer) 3-3
1523169,11' G. Mbenza (A. Kouame) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 27' G. Mbenza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 60' G. Mbenza (A. Kouame) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 80' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span> | 90' T. Yuda (Z. Yifeng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-5</span>,11' G. Mbenza (A. Kouame) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 27' G. Mbenza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,60' G. Mbenza (A. Kouame) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 80' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span> | 90' T. Yuda (Z. Yifeng) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-5</span>,11' G. Mbenza (A. Kouame) 0-1 | 27' G. Mbenza 0-2 | 60' G. Mbenza (A. Kouame) 0-3 | 80' Jeffinho 0-4 | 90' T. Yuda (Z. Yifeng) 0-5
1523170,5' A. Ademi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 17'(pen) E. Kartsev <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 24'(pen) R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,5' A. Ademi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 17'(pen) E. Kartsev <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 24'(pen) R. Ratao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,,5' A. Ademi 0-1 | 17'(pen) E. Kartsev 0-2 | 24'(pen) R. Ratao 1-2
1523171,9' T. Kunimoto <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 20' L. Shuai <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 70' G. Mbenza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 84' Leonardo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 85' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,9' T. Kunimoto <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 20' L. Shuai <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,70' G. Mbenza <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 84' Leonardo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 85' Jeffinho <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,9' T. Kunimoto 1-0 | 20' L. Shuai 1-1 | 70' G. Mbenza 2-1 | 84' Leonardo 2-2 | 85' Jeffinho 3-2
1523172,31' A. Mitrita <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 90' T. Qianglong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,31' A. Mitrita <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,90' T. Qianglong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,31' A. Mitrita 0-1 | 90' T. Qianglong 0-2
1523173,14' M. Jussa (Romulo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,14' M. Jussa (Romulo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,14' M. Jussa (Romulo) 1-0
1523174,2' W. Xi (C. Shinichi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45'(pen) A. Yakubu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 49' Davidson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 73' Z. Chenjie <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,2' W. Xi (C. Shinichi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45'(pen) A. Yakubu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,49' Davidson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 73' Z. Chenjie <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,2' W. Xi (C. Shinichi) 0-1 | 45'(pen) A. Yakubu 1-1 | 49' Davidson 2-1 | 73' Z. Chenjie 2-2
1523175,34' F. Abreu (Z. Xizhe) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 53' L. Dimata (G. Cimpanu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 68' Lucao (G. Cimpanu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 82' Serginho (Z. Yuning) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 85' F. Abreu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,34' F. Abreu (Z. Xizhe) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,53' L. Dimata (G. Cimpanu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 68' Lucao (G. Cimpanu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 82' Serginho (Z. Yuning) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 85' F. Abreu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,34' F. Abreu (Z. Xizhe) 0-1 | 53' L. Dimata (G. Cimpanu) 1-1 | 68' Lucao (G. Cimpanu) 2-1 | 82' Serginho (Z. Yuning) 2-2 | 85' F. Abreu 2-3
