fixture_id,Goles_Todo_HTML,Goles_1P_HTML,Goles_2P_HTML,Goles_Todo_TXT
1584378,12' R. Sallai <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 20' Y. Akgun (V. Osimhen) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 45' V. Osimhen <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 80' V. Osimhen (G. Sara) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span>,12' R. Sallai <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 20' Y. Akgun (V. Osimhen) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 45' V. Osimhen <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span>,80' V. Osimhen (G. Sara) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span>,12' R. Sallai 0-1 | 20' Y. Akgun (V. Osimhen) 0-2 | 45' V. Osimhen 0-3 | 80' V. Osimhen (G. Sara) 0-4
1584379,60' D. Sorescu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,60' D. Sorescu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,60' D. Sorescu 0-1
1584380,7' V. Muriqi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 10' E. Colley (Y. Andzouana) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 20' M. Greenwood <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 33' M. Asensio (M. Greenwood) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 49' M. Greenwood (V. Muriqi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 90' D. Turuc <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,7' V. Muriqi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 10' E. Colley (Y. Andzouana) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 20' M. Greenwood <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 33' M. Asensio (M. Greenwood) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,49' M. Greenwood (V. Muriqi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 90' D. Turuc <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,7' V. Muriqi 1-0 | 10' E. Colley (Y. Andzouana) 1-1 | 20' M. Greenwood 2-1 | 33' M. Asensio (M. Greenwood) 3-1 | 49' M. Greenwood (V. Muriqi) 4-1 | 90' D. Turuc 4-2
1584381,51' S. Koita (O. Ulgun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,51' S. Koita (O. Ulgun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,51' S. Koita (O. Ulgun) 0-1
1584382,16' B. Kutlu (A. Dijksteel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 87' M. Maglica (U. Yildiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,16' B. Kutlu (A. Dijksteel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,87' M. Maglica (U. Yildiz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,16' B. Kutlu (A. Dijksteel) 1-0 | 87' M. Maglica (U. Yildiz) 2-0
1584383,33' J. Mendes (S. Jarju) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 63' F. Kaya (S. Jarju) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,33' J. Mendes (S. Jarju) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,63' F. Kaya (S. Jarju) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,33' J. Mendes (S. Jarju) 0-1 | 63' F. Kaya (S. Jarju) 0-2
1584384,8' M. Salah <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 19'(pen) E. Shomurodov <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 48' M. Salah (E. Muci) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,8' M. Salah <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 19'(pen) E. Shomurodov <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,48' M. Salah (E. Muci) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,8' M. Salah 1-0 | 19'(pen) E. Shomurodov 1-1 | 48' M. Salah (E. Muci) 2-1
1584385,11' M. Salah (E. Muci) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' Y. Sor <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' G. Orban (M. Yesil) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,11' M. Salah (E. Muci) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' Y. Sor <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,90' G. Orban (M. Yesil) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,11' M. Salah (E. Muci) 0-1 | 45' Y. Sor 1-1 | 90' G. Orban (M. Yesil) 2-1
1584386,18' E. Shomurodov (U. Bozok) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 81' F. Diabate (A. Benedyczak) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,18' E. Shomurodov (U. Bozok) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,81' F. Diabate (A. Benedyczak) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,18' E. Shomurodov (U. Bozok) 1-0 | 81' F. Diabate (A. Benedyczak) 1-1
1584387,9' V. Cerny (E. Agbadou) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 43'(pen) D. Vlahovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 52' M. Diomande (A. Borza) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 59' D. Vlahovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 66' D. Vlahovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 73' I. Fakili (J. Olaitan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-1</span> | 77' E. Mahmic (C. Under) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-2</span> | 83' M. Murillo (I. Fakili) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>6-2</span>,9' V. Cerny (E. Agbadou) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 43'(pen) D. Vlahovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,52' M. Diomande (A. Borza) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 59' D. Vlahovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 66' D. Vlahovic <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 73' I. Fakili (J. Olaitan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-1</span> | 77' E. Mahmic (C. Under) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-2</span> | 83' M. Murillo (I. Fakili) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>6-2</span>,9' V. Cerny (E. Agbadou) 1-0 | 43'(pen) D. Vlahovic 2-0 | 52' M. Diomande (A. Borza) 2-1 | 59' D. Vlahovic 3-1 | 66' D. Vlahovic 4-1 | 73' I. Fakili (J. Olaitan) 5-1 | 77' E. Mahmic (C. Under) 5-2 | 83' M. Murillo (I. Fakili) 6-2
1584388,1' A. Usluoglu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 39' A. Abdullahi (Z. Jules) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' Z. Jules <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,1' A. Usluoglu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 39' A. Abdullahi (Z. Jules) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,90' Z. Jules <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,1' A. Usluoglu 0-1 | 39' A. Abdullahi (Z. Jules) 1-1 | 90' Z. Jules 2-1
1584389,16' N. Miroshi (A. Henrique) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 33' D. Sanchez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 55' G. Sara (V. Osimhen) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 63'(pen) V. Osimhen <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 65' Juan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,16' N. Miroshi (A. Henrique) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 33' D. Sanchez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,55' G. Sara (V. Osimhen) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 63'(pen) V. Osimhen <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 65' Juan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,16' N. Miroshi (A. Henrique) 0-1 | 33' D. Sanchez 1-1 | 55' G. Sara (V. Osimhen) 2-1 | 63'(pen) V. Osimhen 3-1 | 65' Juan 3-2
1584390,12' E. Bulut (M. Pala) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 35' A. Sowe (E. Bulut) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' Z. Ariss <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,12' E. Bulut (M. Pala) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 35' A. Sowe (E. Bulut) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,90' Z. Ariss <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,12' E. Bulut (M. Pala) 0-1 | 35' A. Sowe (E. Bulut) 0-2 | 90' Z. Ariss 1-2
1584391,55' E. Tozlu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 66' A. Traore (O. Diabate) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,55' E. Tozlu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 66' A. Traore (O. Diabate) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,55' E. Tozlu 0-1 | 66' A. Traore (O. Diabate) 1-1
1584392,39' T. Zoukrou <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 72' M. Haidara (G. Sousa) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 86' M. Altunbas (Show) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,39' T. Zoukrou <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,72' M. Haidara (G. Sousa) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 86' M. Altunbas (Show) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,39' T. Zoukrou 1-0 | 72' M. Haidara (G. Sousa) 1-1 | 86' M. Altunbas (Show) 1-2
1584393,3' V. Muriqi (O. Aydin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 49' O. Aydin (I. Kahveci) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,3' V. Muriqi (O. Aydin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,49' O. Aydin (I. Kahveci) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,3' V. Muriqi (O. Aydin) 0-1 | 49' O. Aydin (I. Kahveci) 0-2
1584394,16' V. Osimhen (L. Torreira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 66'(pen) E. Shomurodov <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 71' L. Torreira (I. Jakobs) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 76' D. Sánchez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' Gabriel <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,16' V. Osimhen (L. Torreira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,66'(pen) E. Shomurodov <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 71' L. Torreira (I. Jakobs) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 76' D. Sánchez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 90' Gabriel <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,16' V. Osimhen (L. Torreira) 0-1 | 66'(pen) E. Shomurodov 1-1 | 71' L. Torreira (I. Jakobs) 1-2 | 76' D. Sánchez 2-2 | 90' Gabriel 2-3
1584396,17' E. Tozlu (G. Giorbelidze) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,17' E. Tozlu (G. Giorbelidze) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,17' E. Tozlu (G. Giorbelidze) 1-0
1584397,26' M. Škriniar <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 38' R. Yilmaz (L. Trossard) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 73' D. Vlahović (O. Kökçü) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,26' M. Škriniar <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 38' R. Yilmaz (L. Trossard) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,73' D. Vlahović (O. Kökçü) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,26' M. Škriniar 1-0 | 38' R. Yilmaz (L. Trossard) 1-1 | 73' D. Vlahović (O. Kökçü) 1-2
1585689,41' R. Safuri <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 48' N. Storm (S. van de Streek) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 51' F. Ezeh (I. Akdag) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 68' M. Simsek (Y. Boli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 80' M. Simsek <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 82' M. Diouf <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span> | 90'(pen) I. Akdag <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-3</span>,41' R. Safuri <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,48' N. Storm (S. van de Streek) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 51' F. Ezeh (I. Akdag) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 68' M. Simsek (Y. Boli) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 80' M. Simsek <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span> | 82' M. Diouf <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span> | 90'(pen) I. Akdag <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-3</span>,41' R. Safuri 1-0 | 48' N. Storm (S. van de Streek) 2-0 | 51' F. Ezeh (I. Akdag) 2-1 | 68' M. Simsek (Y. Boli) 3-1 | 80' M. Simsek 4-1 | 82' M. Diouf 4-2 | 90'(pen) I. Akdag 4-3
1585690,2' E. Ayhan (A. Badji) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 15' E. Ayhan (K. Donertas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90'(pen) G. Bruno <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,2' E. Ayhan (A. Badji) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 15' E. Ayhan (K. Donertas) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,90'(pen) G. Bruno <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,2' E. Ayhan (A. Badji) 1-0 | 15' E. Ayhan (K. Donertas) 2-0 | 90'(pen) G. Bruno 3-0
1585691,27' K. Iheanacho (R. Berisbek) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' Lincoln (K. Iheanacho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,27' K. Iheanacho (R. Berisbek) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' Lincoln (K. Iheanacho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,,27' K. Iheanacho (R. Berisbek) 0-1 | 45' Lincoln (K. Iheanacho) 0-2
1585692,7' F. E. Kacmaz (B. Ozyurek) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 35'(pen) J. Anziani <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45' J. Lindseth (C. Sylla) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,7' F. E. Kacmaz (B. Ozyurek) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 35'(pen) J. Anziani <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45' J. Lindseth (C. Sylla) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,,7' F. E. Kacmaz (B. Ozyurek) 1-0 | 35'(pen) J. Anziani 1-1 | 45' J. Lindseth (C. Sylla) 1-2
1585693,13' G. Crociata (L. Kouagba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 85' D. Tanque (H. Karabey) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,13' G. Crociata (L. Kouagba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,85' D. Tanque (H. Karabey) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,13' G. Crociata (L. Kouagba) 1-0 | 85' D. Tanque (H. Karabey) 2-0
1585694,32' S. Cordova <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 54' R. Thuram (Y. Sonmez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 81' O. Imeri <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90' M. Ozdemir (R. Thuram) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,32' S. Cordova <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,54' R. Thuram (Y. Sonmez) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 81' O. Imeri <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90' M. Ozdemir (R. Thuram) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,32' S. Cordova 0-1 | 54' R. Thuram (Y. Sonmez) 1-1 | 81' O. Imeri 1-2 | 90' M. Ozdemir (R. Thuram) 2-2
