fixture_id,League,Season,Date,Home,Away,FTHG,FTAG,Result,Round
899679,Liga 1 Indonesia,2022/2023,2023-01-08,PSS Sleman,Persija Jakarta,0,2,0-2,Regular Season - 17
899623,Liga 1 Indonesia,2022/2023,2023-01-09,PSIS Semarang,Bhayangkara FC,0,1,0-1,Regular Season - 11
899579,Liga 1 Indonesia,2022/2023,2023-01-10,Barito Putera,PSM Makassar,1,1,1-1,Regular Season - 6
899624,Liga 1 Indonesia,2022/2023,2023-01-11,Persib Bandung,Persija Jakarta,1,0,1-0,Regular Season - 11
899686,Liga 1 Indonesia,2022/2023,2023-01-14,PSM Makassar,PSS Sleman,4,0,4-0,Regular Season - 18
899680,Liga 1 Indonesia,2022/2023,2023-01-14,Barito Putera,Persepam Madura Utd,1,2,1-2,Regular Season - 18
899687,Liga 1 Indonesia,2022/2023,2023-01-14,Dewa United,Persis Solo,1,1,1-1,Regular Season - 18
899688,Liga 1 Indonesia,2022/2023,2023-01-15,Persija Jakarta,Bali United,3,2,3-2,Regular Season - 18
899685,Liga 1 Indonesia,2022/2023,2023-01-16,Cilegon United,PSIS Semarang,0,1,0-1,Regular Season - 18
899689,Liga 1 Indonesia,2022/2023,2023-01-18,Persita,Persebaya Surabaya,0,5,0-5,Regular Season - 19
899697,Liga 1 Indonesia,2022/2023,2023-01-18,PS TIRA,Dewa United,0,2,0-2,Regular Season - 19
899695,Liga 1 Indonesia,2022/2023,2023-01-19,Bhayangkara FC,Persik Kediri,2,3,2-3,Regular Season - 19
899696,Liga 1 Indonesia,2022/2023,2023-01-19,Persis Solo,Persija Jakarta,1,0,1-0,Regular Season - 19
899693,Liga 1 Indonesia,2022/2023,2023-01-20,Bali United,PSM Makassar,2,2,2-2,Regular Season - 19
899690,Liga 1 Indonesia,2022/2023,2023-01-20,Persepam Madura Utd,Persib Bandung,0,1,0-1,Regular Season - 19
899691,Liga 1 Indonesia,2022/2023,2023-01-21,PSIS Semarang,Arema FC,1,0,1-0,Regular Season - 19
899694,Liga 1 Indonesia,2022/2023,2023-01-21,PSS Sleman,Cilegon United,2,0,2-0,Regular Season - 19
899692,Liga 1 Indonesia,2022/2023,2023-01-21,Pusamania Borneo,Barito Putera,0,0,0-0,Regular Season - 19
899702,Liga 1 Indonesia,2022/2023,2023-01-22,Dewa United,Persita,3,2,3-2,Regular Season - 20
899699,Liga 1 Indonesia,2022/2023,2023-01-23,Persebaya Surabaya,Bhayangkara FC,2,1,2-1,Regular Season - 20
899704,Liga 1 Indonesia,2022/2023,2023-01-23,Persis Solo,PS TIRA,1,1,1-1,Regular Season - 20
899700,Liga 1 Indonesia,2022/2023,2023-01-24,Persik Kediri,Persepam Madura Utd,2,0,2-0,Regular Season - 20
899705,Liga 1 Indonesia,2022/2023,2023-01-25,Persija Jakarta,PSM Makassar,4,2,4-2,Regular Season - 20
899703,Liga 1 Indonesia,2022/2023,2023-01-25,Cilegon United,Bali United,4,4,4-4,Regular Season - 20
899706,Liga 1 Indonesia,2022/2023,2023-01-26,PSS Sleman,Arema FC,2,0,2-0,Regular Season - 20
899698,Liga 1 Indonesia,2022/2023,2023-01-26,Persib Bandung,Pusamania Borneo,1,0,1-0,Regular Season - 20
899714,Liga 1 Indonesia,2022/2023,2023-01-28,Persita,Persis Solo,0,0,0-0,Regular Season - 21
899709,Liga 1 Indonesia,2022/2023,2023-01-28,Bhayangkara FC,Dewa United,1,1,1-1,Regular Season - 21
899715,Liga 1 Indonesia,2022/2023,2023-01-29,Persija Jakarta,PS TIRA,1,0,1-0,Regular Season - 21
899708,Liga 1 Indonesia,2022/2023,2023-01-29,Persepam Madura Utd,Persebaya Surabaya,0,2,0-2,Regular Season - 21
899712,Liga 1 Indonesia,2022/2023,2023-01-30,PSM Makassar,Cilegon United,3,1,3-1,Regular Season - 21
899707,Liga 1 Indonesia,2022/2023,2023-01-30,Pusamania Borneo,Persik Kediri,2,0,2-0,Regular Season - 21
899711,Liga 1 Indonesia,2022/2023,2023-01-31,Barito Putera,PSS Sleman,1,2,1-2,Regular Season - 21
899710,Liga 1 Indonesia,2022/2023,2023-01-31,PSIS Semarang,Persib Bandung,1,3,1-3,Regular Season - 21
899724,Liga 1 Indonesia,2022/2023,2023-02-02,PS TIRA,Persita,1,1,1-1,Regular Season - 22
899717,Liga 1 Indonesia,2022/2023,2023-02-02,Dewa United,Persepam Madura Utd,1,1,1-1,Regular Season - 22
899722,Liga 1 Indonesia,2022/2023,2023-02-02,Persis Solo,Bhayangkara FC,1,3,1-3,Regular Season - 22
899723,Liga 1 Indonesia,2022/2023,2023-02-03,Persija Jakarta,Cilegon United,3,1,3-1,Regular Season - 22
899716,Liga 1 Indonesia,2022/2023,2023-02-03,Persebaya Surabaya,Pusamania Borneo,3,2,3-2,Regular Season - 22
899721,Liga 1 Indonesia,2022/2023,2023-02-04,Arema FC,PSM Makassar,0,1,0-1,Regular Season - 22
899718,Liga 1 Indonesia,2022/2023,2023-02-04,Persik Kediri,PSIS Semarang,1,2,1-2,Regular Season - 22
899719,Liga 1 Indonesia,2022/2023,2023-02-05,Persib Bandung,PSS Sleman,2,0,2-0,Regular Season - 22
899720,Liga 1 Indonesia,2022/2023,2023-02-05,Bali United,Barito Putera,1,2,1-2,Regular Season - 22
899729,Liga 1 Indonesia,2022/2023,2023-02-06,Persepam Madura Utd,Persis Solo,2,3,2-3,Regular Season - 23
899732,Liga 1 Indonesia,2022/2023,2023-02-07,Bhayangkara FC,PS TIRA,3,2,3-2,Regular Season - 23
899731,Liga 1 Indonesia,2022/2023,2023-02-08,Cilegon United,Arema FC,1,2,1-2,Regular Season - 23
899725,Liga 1 Indonesia,2022/2023,2023-02-08,Dewa United,Pusamania Borneo,1,0,1-0,Regular Season - 23
899730,Liga 1 Indonesia,2022/2023,2023-02-09,PSM Makassar,Barito Putera,4,1,4-1,Regular Season - 23
899727,Liga 1 Indonesia,2022/2023,2023-02-09,PSS Sleman,Persik Kediri,2,1,2-1,Regular Season - 23
899728,Liga 1 Indonesia,2022/2023,2023-02-10,Bali United,Persib Bandung,1,1,1-1,Regular Season - 23
899741,Liga 1 Indonesia,2022/2023,2023-02-11,Persita,Bhayangkara FC,1,0,1-0,Regular Season - 24
899740,Liga 1 Indonesia,2022/2023,2023-02-11,PS TIRA,Persepam Madura Utd,0,2,0-2,Regular Season - 24
899742,Liga 1 Indonesia,2022/2023,2023-02-12,Persija Jakarta,Arema FC,2,0,2-0,Regular Season - 24
899738,Liga 1 Indonesia,2022/2023,2023-02-12,Persis Solo,Pusamania Borneo,1,1,1-1,Regular Season - 24
899736,Liga 1 Indonesia,2022/2023,2023-02-13,Persebaya Surabaya,PSS Sleman,4,2,4-2,Regular Season - 24
899734,Liga 1 Indonesia,2022/2023,2023-02-13,PSIS Semarang,Dewa United,3,2,3-2,Regular Season - 24
899739,Liga 1 Indonesia,2022/2023,2023-02-14,Persib Bandung,PSM Makassar,1,2,1-2,Regular Season - 24
899737,Liga 1 Indonesia,2022/2023,2023-02-14,Barito Putera,Cilegon United,4,1,4-1,Regular Season - 24
899735,Liga 1 Indonesia,2022/2023,2023-02-14,Persik Kediri,Bali United,1,1,1-1,Regular Season - 24
899751,Liga 1 Indonesia,2022/2023,2023-02-15,Persepam Madura Utd,Persita,1,1,1-1,Regular Season - 25
899750,Liga 1 Indonesia,2022/2023,2023-02-16,Bhayangkara FC,Persija Jakarta,2,1,2-1,Regular Season - 25
899749,Liga 1 Indonesia,2022/2023,2023-02-16,Pusamania Borneo,PS TIRA,3,1,3-1,Regular Season - 25
899744,Liga 1 Indonesia,2022/2023,2023-02-17,PSIS Semarang,Persis Solo,1,1,1-1,Regular Season - 25
899743,Liga 1 Indonesia,2022/2023,2023-02-17,PSS Sleman,Dewa United,1,3,1-3,Regular Season - 25
899748,Liga 1 Indonesia,2022/2023,2023-02-18,Arema FC,Barito Putera,1,0,1-0,Regular Season - 25
899745,Liga 1 Indonesia,2022/2023,2023-02-18,Bali United,Persebaya Surabaya,4,0,4-0,Regular Season - 25
899746,Liga 1 Indonesia,2022/2023,2023-02-19,PSM Makassar,Persik Kediri,2,1,2-1,Regular Season - 25
899747,Liga 1 Indonesia,2022/2023,2023-02-19,Cilegon United,Persib Bandung,1,3,1-3,Regular Season - 25
899759,Liga 1 Indonesia,2022/2023,2023-02-20,Persita,Pusamania Borneo,1,1,1-1,Regular Season - 26
899758,Liga 1 Indonesia,2022/2023,2023-02-20,Bhayangkara FC,Persepam Madura Utd,4,0,4-0,Regular Season - 26
899753,Liga 1 Indonesia,2022/2023,2023-02-21,Persis Solo,PSS Sleman,4,1,4-1,Regular Season - 26
899755,Liga 1 Indonesia,2022/2023,2023-02-21,PS TIRA,PSIS Semarang,0,0,0-0,Regular Season - 26
899760,Liga 1 Indonesia,2022/2023,2023-02-22,Persija Jakarta,Barito Putera,2,1,2-1,Regular Season - 26
899752,Liga 1 Indonesia,2022/2023,2023-02-22,Dewa United,Bali United,1,2,1-2,Regular Season - 26
899757,Liga 1 Indonesia,2022/2023,2023-02-23,Persib Bandung,Arema FC,1,0,1-0,Regular Season - 26
899756,Liga 1 Indonesia,2022/2023,2023-02-23,Persik Kediri,Cilegon United,5,1,5-1,Regular Season - 26
899754,Liga 1 Indonesia,2022/2023,2023-02-24,Persebaya Surabaya,PSM Makassar,0,1,0-1,Regular Season - 26
899769,Liga 1 Indonesia,2022/2023,2023-02-25,PSIS Semarang,Persita,1,1,1-1,Regular Season - 27
899768,Liga 1 Indonesia,2022/2023,2023-02-25,Pusamania Borneo,Bhayangkara FC,1,3,1-3,Regular Season - 27
899766,Liga 1 Indonesia,2022/2023,2023-02-26,Persepam Madura Utd,Persija Jakarta,0,0,0-0,Regular Season - 27
899764,Liga 1 Indonesia,2022/2023,2023-02-26,PSS Sleman,PS TIRA,1,2,1-2,Regular Season - 27
899767,Liga 1 Indonesia,2022/2023,2023-02-27,Barito Putera,Persib Bandung,2,1,2-1,Regular Season - 27
899762,Liga 1 Indonesia,2022/2023,2023-02-27,Bali United,Persis Solo,3,1,3-1,Regular Season - 27
899765,Liga 1 Indonesia,2022/2023,2023-02-28,Cilegon United,Persebaya Surabaya,2,2,2-2,Regular Season - 27
899763,Liga 1 Indonesia,2022/2023,2023-02-28,Arema FC,Persik Kediri,2,3,2-3,Regular Season - 27
899761,Liga 1 Indonesia,2022/2023,2023-03-01,PSM Makassar,Dewa United,2,0,2-0,Regular Season - 27
899778,Liga 1 Indonesia,2022/2023,2023-03-01,Bhayangkara FC,PSIS Semarang,3,2,3-2,Regular Season - 28
899776,Liga 1 Indonesia,2022/2023,2023-03-02,Persita,PSS Sleman,2,1,2-1,Regular Season - 28
899777,Liga 1 Indonesia,2022/2023,2023-03-03,Persepam Madura Utd,Pusamania Borneo,0,1,0-1,Regular Season - 28
899771,Liga 1 Indonesia,2022/2023,2023-03-03,PS TIRA,Bali United,2,1,2-1,Regular Season - 28
899774,Liga 1 Indonesia,2022/2023,2023-03-04,Persik Kediri,Barito Putera,2,0,2-0,Regular Season - 28
899770,Liga 1 Indonesia,2022/2023,2023-03-05,PSM Makassar,Persis Solo,3,2,3-2,Regular Season - 28
899619,Liga 1 Indonesia,2022/2023,2023-03-05,Cilegon United,Dewa United,0,1,0-1,Regular Season - 28
899786,Liga 1 Indonesia,2022/2023,2023-03-06,PSS Sleman,Bhayangkara FC,0,1,0-1,Regular Season - 29
899787,Liga 1 Indonesia,2022/2023,2023-03-07,PSIS Semarang,Persepam Madura Utd,0,2,0-2,Regular Season - 29
899784,Liga 1 Indonesia,2022/2023,2023-03-07,Bali United,Persita,1,1,1-1,Regular Season - 29
899783,Liga 1 Indonesia,2022/2023,2023-03-08,Persib Bandung,Persik Kediri,0,2,0-2,Regular Season - 29
899785,Liga 1 Indonesia,2022/2023,2023-03-08,Pusamania Borneo,Persija Jakarta,3,1,3-1,Regular Season - 29
899782,Liga 1 Indonesia,2022/2023,2023-03-09,Barito Putera,Persebaya Surabaya,2,1,2-1,Regular Season - 29
899780,Liga 1 Indonesia,2022/2023,2023-03-09,PS TIRA,PSM Makassar,0,1,0-1,Regular Season - 29
899781,Liga 1 Indonesia,2022/2023,2023-03-10,Arema FC,Dewa United,0,0,0-0,Regular Season - 29
899779,Liga 1 Indonesia,2022/2023,2023-03-10,Cilegon United,Persis Solo,2,3,2-3,Regular Season - 29
899794,Liga 1 Indonesia,2022/2023,2023-03-11,Persepam Madura Utd,PSS Sleman,2,1,2-1,Regular Season - 30
899796,Liga 1 Indonesia,2022/2023,2023-03-11,Bhayangkara FC,Bali United,3,1,3-1,Regular Season - 30
899793,Liga 1 Indonesia,2022/2023,2023-03-12,Persik Kediri,Persija Jakarta,2,0,2-0,Regular Season - 30
899795,Liga 1 Indonesia,2022/2023,2023-03-12,Pusamania Borneo,PSIS Semarang,6,1,6-1,Regular Season - 30
899791,Liga 1 Indonesia,2022/2023,2023-03-13,Persebaya Surabaya,Persib Bandung,2,2,2-2,Regular Season - 30
899792,Liga 1 Indonesia,2022/2023,2023-03-13,Persita,PSM Makassar,0,0,0-0,Regular Season - 30
899790,Liga 1 Indonesia,2022/2023,2023-03-14,Dewa United,Barito Putera,1,2,1-2,Regular Season - 30
899788,Liga 1 Indonesia,2022/2023,2023-03-14,PS TIRA,Cilegon United,1,0,1-0,Regular Season - 30
899789,Liga 1 Indonesia,2022/2023,2023-03-15,Persis Solo,Arema FC,1,1,1-1,Regular Season - 30
899803,Liga 1 Indonesia,2022/2023,2023-03-16,Persija Jakarta,PSIS Semarang,1,0,1-0,Regular Season - 31
899805,Liga 1 Indonesia,2022/2023,2023-03-16,Bali United,Persepam Madura Utd,1,1,1-1,Regular Season - 31
899802,Liga 1 Indonesia,2022/2023,2023-03-17,PSM Makassar,Bhayangkara FC,3,1,3-1,Regular Season - 31
899804,Liga 1 Indonesia,2022/2023,2023-03-18,PSS Sleman,Pusamania Borneo,2,1,2-1,Regular Season - 31
899801,Liga 1 Indonesia,2022/2023,2023-03-18,Persik Kediri,Persebaya Surabaya,1,0,1-0,Regular Season - 31
899797,Liga 1 Indonesia,2022/2023,2023-03-19,Arema FC,PS TIRA,3,1,3-1,Regular Season - 31
899800,Liga 1 Indonesia,2022/2023,2023-03-19,Cilegon United,Persita,1,2,1-2,Regular Season - 31
899799,Liga 1 Indonesia,2022/2023,2023-03-20,Persib Bandung,Dewa United,2,1,2-1,Regular Season - 31
899798,Liga 1 Indonesia,2022/2023,2023-03-21,Barito Putera,Persis Solo,2,3,2-3,Regular Season - 31
899681,Liga 1 Indonesia,2022/2023,2023-03-24,Arema FC,Pusamania Borneo,0,0,0-0,Regular Season - 18
899683,Liga 1 Indonesia,2022/2023,2023-03-24,Persib Bandung,Bhayangkara FC,2,1,2-1,Regular Season - 18
899682,Liga 1 Indonesia,2022/2023,2023-03-24,Persik Kediri,Persita,3,1,3-1,Regular Season - 18
899684,Liga 1 Indonesia,2022/2023,2023-03-25,Persebaya Surabaya,PS TIRA,3,2,3-2,Regular Season - 18
899701,Liga 1 Indonesia,2022/2023,2023-03-26,Barito Putera,PSIS Semarang,3,0,3-0,Regular Season - 20
899713,Liga 1 Indonesia,2022/2023,2023-03-27,Arema FC,Bali United,1,3,1-3,Regular Season - 21
899733,Liga 1 Indonesia,2022/2023,2023-03-28,Persita,Persija Jakarta,1,0,1-0,Regular Season - 23
899726,Liga 1 Indonesia,2022/2023,2023-03-29,PSIS Semarang,Persebaya Surabaya,1,2,1-2,Regular Season - 23
899810,Liga 1 Indonesia,2022/2023,2023-03-30,Bhayangkara FC,Cilegon United,5,1,5-1,Regular Season - 32
899813,Liga 1 Indonesia,2022/2023,2023-03-30,Dewa United,Persik Kediri,1,3,1-3,Regular Season - 32
899775,Liga 1 Indonesia,2022/2023,2023-03-31,Persija Jakarta,Persib Bandung,2,0,2-0,Regular Season - 28
899807,Liga 1 Indonesia,2022/2023,2023-03-31,Persepam Madura Utd,PSM Makassar,1,3,1-3,Regular Season - 32
899809,Liga 1 Indonesia,2022/2023,2023-03-31,PS TIRA,Barito Putera,3,1,3-1,Regular Season - 32
899808,Liga 1 Indonesia,2022/2023,2023-04-01,Persita,Arema FC,0,1,0-1,Regular Season - 32
899806,Liga 1 Indonesia,2022/2023,2023-04-02,PSIS Semarang,PSS Sleman,5,2,5-2,Regular Season - 32
899812,Liga 1 Indonesia,2022/2023,2023-04-03,Pusamania Borneo,Bali United,5,1,5-1,Regular Season - 32
899811,Liga 1 Indonesia,2022/2023,2023-04-04,Persib Bandung,Persis Solo,3,1,3-1,Regular Season - 32
899820,Liga 1 Indonesia,2022/2023,2023-04-05,Bhayangkara FC,Barito Putera,1,1,1-1,Regular Season - 33
899814,Liga 1 Indonesia,2022/2023,2023-04-05,Persebaya Surabaya,Persija Jakarta,0,1,0-1,Regular Season - 32
899815,Liga 1 Indonesia,2022/2023,2023-04-06,PSIS Semarang,PSM Makassar,4,0,4-0,Regular Season - 33
899816,Liga 1 Indonesia,2022/2023,2023-04-07,Persepam Madura Utd,Arema FC,1,1,1-1,Regular Season - 33
899819,Liga 1 Indonesia,2022/2023,2023-04-07,PSS Sleman,Bali United,2,0,2-0,Regular Season - 33
899818,Liga 1 Indonesia,2022/2023,2023-04-07,Persik Kediri,PS TIRA,2,0,2-0,Regular Season - 33
899822,Liga 1 Indonesia,2022/2023,2023-04-08,Persis Solo,Persebaya Surabaya,3,3,3-3,Regular Season - 33
899821,Liga 1 Indonesia,2022/2023,2023-04-09,Pusamania Borneo,Cilegon United,4,2,4-2,Regular Season - 33
899817,Liga 1 Indonesia,2022/2023,2023-04-09,Persita,Persib Bandung,4,0,4-0,Regular Season - 33
899823,Liga 1 Indonesia,2022/2023,2023-04-10,Dewa United,Persija Jakarta,0,1,0-1,Regular Season - 33
899773,Liga 1 Indonesia,2022/2023,2023-04-11,Persebaya Surabaya,Arema FC,1,0,1-0,Regular Season - 28
899830,Liga 1 Indonesia,2022/2023,2023-04-12,Bali United,PSIS Semarang,3,2,3-2,Regular Season - 34
899826,Liga 1 Indonesia,2022/2023,2023-04-13,Cilegon United,Persepam Madura Utd,0,0,0-0,Regular Season - 34
899829,Liga 1 Indonesia,2022/2023,2023-04-13,Persis Solo,Persik Kediri,1,0,1-0,Regular Season - 34
899824,Liga 1 Indonesia,2022/2023,2023-04-14,Arema FC,Bhayangkara FC,0,3,0-3,Regular Season - 34
899827,Liga 1 Indonesia,2022/2023,2023-04-14,Barito Putera,Persita,1,0,1-0,Regular Season - 34
899832,Liga 1 Indonesia,2022/2023,2023-04-15,Persija Jakarta,PSS Sleman,5,0,5-0,Regular Season - 34
899831,Liga 1 Indonesia,2022/2023,2023-04-15,Persib Bandung,PS TIRA,1,4,1-4,Regular Season - 34
899828,Liga 1 Indonesia,2022/2023,2023-04-15,Persebaya Surabaya,Dewa United,3,0,3-0,Regular Season - 34
899825,Liga 1 Indonesia,2022/2023,2023-04-16,PSM Makassar,Pusamania Borneo,3,0,3-0,Regular Season - 34
1029951,Liga 1 Indonesia,2023/2024,2023-07-01,Bali United,PSS Sleman,0,1,0-1,Regular Season - 1
1029954,Liga 1 Indonesia,2023/2024,2023-07-01,Persis Solo,Persebaya Surabaya,2,3,2-3,Regular Season - 1
1029953,Liga 1 Indonesia,2023/2024,2023-07-02,Persib Bandung,Persepam Madura Utd,1,1,1-1,Regular Season - 1
1029952,Liga 1 Indonesia,2023/2024,2023-07-02,Dewa United,Arema FC,1,0,1-0,Regular Season - 1
1029955,Liga 1 Indonesia,2023/2024,2023-07-02,Barito Putera,Persita,2,0,2-0,Regular Season - 1
1029956,Liga 1 Indonesia,2023/2024,2023-07-03,Cilegon United,PS TIRA,2,1,2-1,Regular Season - 1
1029957,Liga 1 Indonesia,2023/2024,2023-07-03,Persik Kediri,Pusamania Borneo,1,1,1-1,Regular Season - 1
1029950,Liga 1 Indonesia,2023/2024,2023-07-03,Persija Jakarta,PSM Makassar,1,1,1-1,Regular Season - 1
1029958,Liga 1 Indonesia,2023/2024,2023-07-03,PSIS Semarang,Bhayangkara FC,3,1,3-1,Regular Season - 1
1029960,Liga 1 Indonesia,2023/2024,2023-07-07,PSS Sleman,Persis Solo,2,2,2-2,Regular Season - 2
1029959,Liga 1 Indonesia,2023/2024,2023-07-07,Arema FC,Persib Bandung,3,3,3-3,Regular Season - 2
1029964,Liga 1 Indonesia,2023/2024,2023-07-08,PSM Makassar,Dewa United,1,2,1-2,Regular Season - 2
1029963,Liga 1 Indonesia,2023/2024,2023-07-08,Persebaya Surabaya,Barito Putera,1,1,1-1,Regular Season - 2
1029961,Liga 1 Indonesia,2023/2024,2023-07-08,Pusamania Borneo,Bali United,3,1,3-1,Regular Season - 2
1029962,Liga 1 Indonesia,2023/2024,2023-07-08,Persita,PSIS Semarang,2,0,2-0,Regular Season - 2
1029965,Liga 1 Indonesia,2023/2024,2023-07-09,Persepam Madura Utd,Persik Kediri,3,2,3-2,Regular Season - 2
1029967,Liga 1 Indonesia,2023/2024,2023-07-09,Bhayangkara FC,Cilegon United,1,2,1-2,Regular Season - 2
1029966,Liga 1 Indonesia,2023/2024,2023-07-09,PS TIRA,Persija Jakarta,0,0,0-0,Regular Season - 2
1029969,Liga 1 Indonesia,2023/2024,2023-07-14,PS TIRA,PSM Makassar,0,1,0-1,Regular Season - 3
1029968,Liga 1 Indonesia,2023/2024,2023-07-14,Barito Putera,PSS Sleman,3,1,3-1,Regular Season - 3
1029970,Liga 1 Indonesia,2023/2024,2023-07-14,Persib Bandung,Dewa United,2,2,2-2,Regular Season - 3
1029974,Liga 1 Indonesia,2023/2024,2023-07-15,Cilegon United,Persita,0,1,0-1,Regular Season - 3
1029972,Liga 1 Indonesia,2023/2024,2023-07-15,Persik Kediri,Arema FC,5,2,5-2,Regular Season - 3
1029973,Liga 1 Indonesia,2023/2024,2023-07-15,Bali United,Persepam Madura Utd,2,1,2-1,Regular Season - 3
1029971,Liga 1 Indonesia,2023/2024,2023-07-15,Persis Solo,Pusamania Borneo,2,1,2-1,Regular Season - 3
1029975,Liga 1 Indonesia,2023/2024,2023-07-16,PSIS Semarang,Persebaya Surabaya,2,0,2-0,Regular Season - 3
1029976,Liga 1 Indonesia,2023/2024,2023-07-16,Persija Jakarta,Bhayangkara FC,4,1,4-1,Regular Season - 3
1029977,Liga 1 Indonesia,2023/2024,2023-07-21,Pusamania Borneo,Barito Putera,2,1,2-1,Regular Season - 4
1029982,Liga 1 Indonesia,2023/2024,2023-07-21,PSS Sleman,PSIS Semarang,2,2,2-2,Regular Season - 4
1029979,Liga 1 Indonesia,2023/2024,2023-07-21,Arema FC,Bali United,1,3,1-3,Regular Season - 4
1029978,Liga 1 Indonesia,2023/2024,2023-07-21,Dewa United,Persik Kediri,3,0,3-0,Regular Season - 4
1029981,Liga 1 Indonesia,2023/2024,2023-07-22,Persita,Persija Jakarta,1,0,1-0,Regular Season - 4
1029983,Liga 1 Indonesia,2023/2024,2023-07-22,PSM Makassar,Persib Bandung,4,2,4-2,Regular Season - 4
1029980,Liga 1 Indonesia,2023/2024,2023-07-22,Bhayangkara FC,PS TIRA,1,3,1-3,Regular Season - 4
1029985,Liga 1 Indonesia,2023/2024,2023-07-23,Persebaya Surabaya,Cilegon United,2,2,2-2,Regular Season - 4
1029984,Liga 1 Indonesia,2023/2024,2023-07-23,Persepam Madura Utd,Persis Solo,4,3,4-3,Regular Season - 4
1029987,Liga 1 Indonesia,2023/2024,2023-07-28,PS TIRA,Persita,2,2,2-2,Regular Season - 5
1029986,Liga 1 Indonesia,2023/2024,2023-07-28,PSIS Semarang,Pusamania Borneo,0,0,0-0,Regular Season - 5
1029988,Liga 1 Indonesia,2023/2024,2023-07-28,Persik Kediri,Persib Bandung,1,2,1-2,Regular Season - 5
1029989,Liga 1 Indonesia,2023/2024,2023-07-29,Bali United,Dewa United,3,1,3-1,Regular Season - 5
1029990,Liga 1 Indonesia,2023/2024,2023-07-29,Bhayangkara FC,PSM Makassar,0,0,0-0,Regular Season - 5
1029991,Liga 1 Indonesia,2023/2024,2023-07-30,Cilegon United,PSS Sleman,0,0,0-0,Regular Season - 5
1029993,Liga 1 Indonesia,2023/2024,2023-07-30,Persis Solo,Arema FC,1,1,1-1,Regular Season - 5
1029992,Liga 1 Indonesia,2023/2024,2023-07-30,Persija Jakarta,Persebaya Surabaya,1,0,1-0,Regular Season - 5
1029994,Liga 1 Indonesia,2023/2024,2023-07-30,Barito Putera,Persepam Madura Utd,1,2,1-2,Regular Season - 5
1029995,Liga 1 Indonesia,2023/2024,2023-08-03,PSM Makassar,Persik Kediri,1,2,1-2,Regular Season - 6
1029997,Liga 1 Indonesia,2023/2024,2023-08-03,Persib Bandung,Bali United,0,0,0-0,Regular Season - 6
1029996,Liga 1 Indonesia,2023/2024,2023-08-03,Persita,Bhayangkara FC,0,1,0-1,Regular Season - 6
1029998,Liga 1 Indonesia,2023/2024,2023-08-04,Persebaya Surabaya,PS TIRA,1,2,1-2,Regular Season - 6
1030000,Liga 1 Indonesia,2023/2024,2023-08-04,Dewa United,Persis Solo,0,0,0-0,Regular Season - 6
1030001,Liga 1 Indonesia,2023/2024,2023-08-04,Pusamania Borneo,Cilegon United,1,1,1-1,Regular Season - 6
1029999,Liga 1 Indonesia,2023/2024,2023-08-04,PSS Sleman,Persija Jakarta,1,3,1-3,Regular Season - 6
1030002,Liga 1 Indonesia,2023/2024,2023-08-05,Arema FC,Barito Putera,0,4,0-4,Regular Season - 6
1030003,Liga 1 Indonesia,2023/2024,2023-08-05,Persepam Madura Utd,PSIS Semarang,1,0,1-0,Regular Season - 6
1030004,Liga 1 Indonesia,2023/2024,2023-08-07,Persita,PSM Makassar,0,1,0-1,Regular Season - 7
1030005,Liga 1 Indonesia,2023/2024,2023-08-07,Bali United,Persik Kediri,1,1,1-1,Regular Season - 7
1030006,Liga 1 Indonesia,2023/2024,2023-08-08,Bhayangkara FC,Persebaya Surabaya,1,2,1-2,Regular Season - 7
1030007,Liga 1 Indonesia,2023/2024,2023-08-08,PS TIRA,PSS Sleman,2,3,2-3,Regular Season - 7
1030008,Liga 1 Indonesia,2023/2024,2023-08-08,Persis Solo,Persib Bandung,2,1,2-1,Regular Season - 7
1030010,Liga 1 Indonesia,2023/2024,2023-08-09,PSIS Semarang,Arema FC,2,0,2-0,Regular Season - 7
1030009,Liga 1 Indonesia,2023/2024,2023-08-09,Barito Putera,Dewa United,2,1,2-1,Regular Season - 7
1030011,Liga 1 Indonesia,2023/2024,2023-08-09,Persija Jakarta,Pusamania Borneo,1,1,1-1,Regular Season - 7
1030012,Liga 1 Indonesia,2023/2024,2023-08-09,Cilegon United,Persepam Madura Utd,3,1,3-1,Regular Season - 7
1030174,Liga 1 Indonesia,2023/2024,2023-08-11,Bali United,PSM Makassar,3,2,3-2,Regular Season - 8
1030015,Liga 1 Indonesia,2023/2024,2023-08-12,Persebaya Surabaya,Persita,1,0,1-0,Regular Season - 8
1030014,Liga 1 Indonesia,2023/2024,2023-08-12,Persik Kediri,Persis Solo,2,0,2-0,Regular Season - 8
1030017,Liga 1 Indonesia,2023/2024,2023-08-13,Persib Bandung,Barito Putera,1,1,1-1,Regular Season - 8
1030019,Liga 1 Indonesia,2023/2024,2023-08-13,PSS Sleman,Bhayangkara FC,3,1,3-1,Regular Season - 8
1030016,Liga 1 Indonesia,2023/2024,2023-08-13,Pusamania Borneo,PS TIRA,3,2,3-2,Regular Season - 8
1030018,Liga 1 Indonesia,2023/2024,2023-08-13,Persepam Madura Utd,Persija Jakarta,2,0,2-0,Regular Season - 8
1030020,Liga 1 Indonesia,2023/2024,2023-08-14,Dewa United,PSIS Semarang,1,4,1-4,Regular Season - 8
